,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinatedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinatedNumberForState
0,2023-10-06,TT,Andaman and Nicobar Islands,,,,10766,129,10637,,,2023-10-06 17:59:35.637922,,,,44999243,532034,44466846,935507167,2206772206
1,2023-10-06,TT,Andhra Pradesh,,,,2340676,14733,2325943,,,2023-10-06 17:59:35.637922,,,,44999243,532034,44466846,935507167,2206772206
2,2023-10-06,TT,Arunachal Pradesh,,,,67049,296,66753,,,2023-10-06 17:59:35.637922,,,,44999243,532034,44466846,935507167,2206772206
3,2023-10-06,TT,Assam,,,,746159,8035,738119,,,2023-10-06 17:59:35.637922,,,,44999243,532034,44466846,935507167,2206772206
4,2023-10-06,TT,Bihar,,,,855267,12314,842952,,,2023-10-06 17:59:35.637922,,,,44999243,532034,44466846,935507167,2206772206
5,2023-10-06,TT,Chandigarh,,,,100695,1185,99509,,,2023-10-06 17:59:35.637922,,,,44999243,532034,44466846,935507167,2206772206
6,2023-10-06,TT,Chhattisgarh,,,,1187696,14190,1173505,,,2023-10-06 17:59:35.637922,,,,44999243,532034,44466846,935507167,2206772206
7,2023-10-06,TT,Dadra and Nagar Haveli and Daman and Diu,,,,11592,4,11588,,,2023-10-06 17:59:35.637922,,,,44999243,532034,44466846,935507167,2206772206
8,2023-10-06,TT,Delhi,,,,2040998,26666,2014313,,,2023-10-06 17:59:35.637922,,,,44999243,532034,44466846,935507167,2206772206
9,2023-10-06,TT,Goa,,,,263359,4014,259341,,,2023-10-06 17:59:35.637922,,,,44999243,532034,44466846,935507167,2206772206
10,2023-10-06,TT,Gujarat,,,,1291404,11079,1280314,,,2023-10-06 17:59:35.637922,,,,44999243,532034,44466846,935507167,2206772206
11,2023-10-06,TT,Haryana,,,,1078933,10756,1068152,,,2023-10-06 17:59:35.637922,,,,44999243,532034,44466846,935507167,2206772206
12,2023-10-06,TT,Himachal Pradesh,,,,322931,4243,318686,,,2023-10-06 17:59:35.637922,,,,44999243,532034,44466846,935507167,2206772206
13,2023-10-06,TT,Jammu and Kashmir,,,,482032,4792,477240,,,2023-10-06 17:59:35.637922,,,,44999243,532034,44466846,935507167,2206772206
14,2023-10-06,TT,Jharkhand,,,,443831,5334,438496,,,2023-10-06 17:59:35.637922,,,,44999243,532034,44466846,935507167,2206772206
15,2023-10-06,TT,Karnataka,,,,4088851,40358,4048481,,,2023-10-06 17:59:35.637922,,,,44999243,532034,44466846,935507167,2206772206
16,2023-10-06,TT,Kerala,,,,6907325,72043,6835256,,,2023-10-06 17:59:35.637922,,,,44999243,532034,44466846,935507167,2206772206
17,2023-10-06,TT,Ladakh,,,,29602,231,29371,,,2023-10-06 17:59:35.637922,,,,44999243,532034,44466846,935507167,2206772206
18,2023-10-06,TT,Lakshadweep,,,,11415,52,11363,,,2023-10-06 17:59:35.637922,,,,44999243,532034,44466846,935507167,2206772206
19,2023-10-06,TT,Maharashtra,,,,8171668,148561,8023006,,,2023-10-06 17:59:35.637922,,,,44999243,532034,44466846,935507167,2206772206
20,2023-10-06,TT,Manipur,,,,140034,2149,137885,,,2023-10-06 17:59:35.637922,,,,44999243,532034,44466846,935507167,2206772206
21,2023-10-06,TT,Meghalaya,,,,96989,1628,95359,,,2023-10-06 17:59:35.637922,,,,44999243,532034,44466846,935507167,2206772206
22,2023-10-06,TT,Mizoram,,,,239561,734,238827,,,2023-10-06 17:59:35.637922,,,,44999243,532034,44466846,935507167,2206772206
23,2023-10-06,TT,Madhya Pradesh,,,,1056551,10786,1045765,,,2023-10-06 17:59:35.637922,,,,44999243,532034,44466846,935507167,2206772206
24,2023-10-06,TT,Nagaland,,,,36033,782,35251,,,2023-10-06 17:59:35.637922,,,,44999243,532034,44466846,935507167,2206772206
25,2023-10-06,TT,Odisha,,,,1348431,9215,1339158,,,2023-10-06 17:59:35.637922,,,,44999243,532034,44466846,935507167,2206772206
26,2023-10-06,TT,Puducherry,,,,177548,1981,175567,,,2023-10-06 17:59:35.637922,,,,44999243,532034,44466846,935507167,2206772206
27,2023-10-06,TT,Punjab,,,,793660,19338,773084,,,2023-10-06 17:59:35.637922,,,,44999243,532034,44466846,935507167,2206772206
28,2023-10-06,TT,Rajasthan,,,,1326466,9736,1316730,,,2023-10-06 17:59:35.637922,,,,44999243,532034,44466846,935507167,2206772206
29,2023-10-06,TT,Sikkim,,,,44928,501,44426,,,2023-10-06 17:59:35.637922,,,,44999243,532034,44466846,935507167,2206772206
30,2023-10-06,TT,Tamil Nadu,,,,3610687,38081,3572596,,,2023-10-06 17:59:35.637922,,,,44999243,532034,44466846,935507167,2206772206
31,2023-10-06,TT,Telangana,,,,844453,4111,840336,,,2023-10-06 17:59:35.637922,,,,44999243,532034,44466846,935507167,2206772206
32,2023-10-06,TT,Tripura,,,,108494,942,107552,,,2023-10-06 17:59:35.637922,,,,44999243,532034,44466846,935507167,2206772206
33,2023-10-06,TT,Uttar Pradesh,,,,2145453,23712,2121686,,,2023-10-06 17:59:35.637922,,,,44999243,532034,44466846,935507167,2206772206
34,2023-10-06,TT,Uttarakhand,,,,452580,7768,444809,,,2023-10-06 17:59:35.637922,,,,44999243,532034,44466846,935507167,2206772206
35,2023-10-06,TT,West Bengal,,,,2126432,21555,2104790,,,2023-10-06 17:59:35.637922,,,,44999243,532034,44466846,935507167,2206772206
