"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20081","19760","54","267"
"2","Chengalpattu","248581","244421","1502","2658"
"3","Chennai","781193","767535","4589","9069"
"4","Coimbatore","335262","331399","1245","2618"
"5","Cuddalore","75014","73893","226","895"
"6","Dharmapuri","36470","36102","85","283"
"7","Dindigul","38178","37270","243","665"
"8","Erode","133941","132810","397","734"
"9","Kallakurichi","36814","36566","33","215"
"10","Kancheepuram","97097","95584","211","1302"
"11","Kanyakumari","88503","87119","299","1085"
"12","Karur","29988","29569","47","372"
"13","Krishnagiri","60442","59781","291","370"
"14","Madurai","92352","90854","262","1236"
"15","Mayiladuthurai","26861","26403","128","330"
"16","Nagapattinam","25736","25298","63","375"
"17","Namakkal","68806","68052","220","534"
"18","Nilgiris","42559","42257","76","226"
"19","Perambalur","14828","14532","47","249"
"20","Pudukottai","34951","34385","140","426"
"21","Ramanathapuram","24937","24538","31","368"
"22","Ranipet","55262","54258","217","787"
"23","Salem","129278","127025","491","1762"
"24","Sivagangai","24563","24188","156","219"
"25","Tenkasi","33505","32854","161","490"
"26","Thanjavur","92968","91691","237","1040"
"27","Theni","51350","50491","326","533"
"28","Thirupathur","35883","35210","40","633"
"29","Thiruvallur","151915","149693","282","1940"
"30","Thiruvannamalai","67696","66908","103","685"
"31","Thiruvarur","48562","47911","178","473"
"32","Thoothukudi","66671","65995","228","448"
"33","Tirunelveli","65013","64223","345","445"
"34","Tiruppur","130776","129514","210","1052"
"35","Trichy","97010","95609","240","1161"
"36","Vellore","57760","56506","91","1163"
"37","Villupuram","55552","54984","201","367"
"38","Virudhunagar","58585","57447","583","555"
"39","Airport Surveillance 
(International)","1377","1371","5","1"
"40","Airport Surveillance 
(Domestic)","1147","1145","1","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,37,895","34,85,579","14,284","38,032"
