"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","18978","17551","1162","265"
"2","Chengalpattu","221116","202827","15676","2613"
"3","Chennai","720974","670047","42017","8910"
"4","Coimbatore","306023","276005","27460","2558"
"5","Cuddalore","71686","67618","3184","884"
"6","Dharmapuri","34072","30893","2897","282"
"7","Dindigul","36059","33944","1459","656"
"8","Erode","123689","114515","8450","724"
"9","Kallakurichi","35307","33291","1805","211"
"10","Kancheepuram","90128","84249","4596","1283"
"11","Kanyakumari","80317","71152","8087","1078"
"12","Karur","27994","26000","1624","370"
"13","Krishnagiri","55462","49007","6090","365"
"14","Madurai","88242","82400","4632","1210"
"15","Mayiladuthurai","25596","24144","1130","322"
"16","Nagapattinam","24137","22323","1449","365"
"17","Namakkal","63363","58055","4783","525"
"18","Nilgiris","39765","37230","2312","223"
"19","Perambalur","14044","13123","673","248"
"20","Pudukottai","33098","31239","1436","423"
"21","Ramanathapuram","23738","22108","1265","365"
"22","Ranipet","51374","47275","3314","785"
"23","Salem","118473","108635","8098","1740"
"24","Sivagangai","22721","21572","934","215"
"25","Tenkasi","31506","28687","2331","488"
"26","Thanjavur","88244","80437","6783","1024"
"27","Theni","49317","45783","3007","527"
"28","Thirupathur","34248","31388","2231","629"
"29","Thiruvallur","141620","133220","6493","1907"
"30","Thiruvannamalai","63992","59254","4058","680"
"31","Thiruvarur","45844","43473","1906","465"
"32","Thoothukudi","63420","60544","2441","435"
"33","Tirunelveli","59944","55415","4086","443"
"34","Tiruppur","117644","105865","10742","1037"
"35","Trichy","90788","84732","4930","1126"
"36","Vellore","56429","53740","1528","1161"
"37","Villupuram","52302","48697","3241","364"
"38","Virudhunagar","54886","50792","3542","552"
"39","Airport Surveillance 
(International)","1212","1201","10","1"
"40","Airport Surveillance 
(Domestic)","1104","1102","1","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","32,79,284","30,29,961","2,11,863","37,460"
