District,Recovered,Deceased,Active
लखनऊ,292709,2684,691
गौतम बिु नगर,97140,490,340
प्रयागराज,86912,1106,309
गोरखपरु,65613,866,243
गाज़ियाबाद,83974,473,185
बाराबकंी,23451,225,157
लखीमपरु-खीरी,29735,299,156
िाराणसी,97288,988,142
आगरा,35497,464,134
राय बरेली,21116,346,103
हरदोई,17100,365,93
कानपरु नगर,91331,1923,90
मरेठ,87933,930,87
लललतपरु,14561,133,81
सलु्तानपरु,16761,144,78
झासी,43714,675,77
महाराजगजं,14583,146,62
आजमगढ़,19358,235,59
सीतापरु,15688,187,54
अम्बडेकर नगर,5879,162,48
फतहेपरु,8214,141,45
बलुदंशहर,26263,252,44
जौनपरु,24285,244,43
एटा,12053,100,42
बहराइच,13356,178,41
कन्नौज,10751,125,37
जालौन,13797,208,35
कुशीनगर,16171,235,35
बागपत,10995,143,34
मथरुा,25517,406,34
बरेली,50036,377,33
लसद्धाथ नगर,11488,102,33
प्रतापगढ़,16657,163,32
देवररया,22353,230,30
हमीरपरु,6007,102,30
सतं कबीर नगर,8810,101,30
उन्नाव,16818,257,29
अमठेी,11442,145,28
अमरोहा,19248,207,27
फर्रखाबाद,11853,197,27
पीलीभीत,12689,204,26
सहारनपरु,38316,426,25
शाहजहांपरु,24354,447,25
