"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","102","129","68556","5","4818","73368","11"
"Bageshwar","81","73","38266","0","2153","40415","8"
"Chamoli","46","30","50951","3","3331","54280","0"
"Champawat","17","16","64434","1","1976","66407","0"
"Dehradun","508","419","404423","63","38166","442454","53"
"Haridwar","234","216","321227","3","13948","335145","13"
"Nainital","642","583","101766","31","12807","114503","44"
"Pauri Garhwal","60","62","104923","1","5555","110471","11"
"Pithoragarh","39","30","44075","6","2673","46736","0"
"Rudraprayag","57","79","30087","1","2969","33056","0"
"Tehri Garhwal","89","88","45036","1","2590","47619","4"
"US Nagar","497","169","150832","3","9226","160034","29"
"Uttarkashi","84","3","46308","0","1880","48186","5"
"Total","2456","1897","1470884","118","102092","1572674","178"
