"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
(including 
Pvt. Lab)","Positive 
in last 24 
hours","Positive 
Cumulative 
(including 
Pvt. Lab)","",""
"Almora","227","359","227556","0","12219","239775","52"
"Bageshwar","165","390","201128","0","5764","206892","629"
"Chamoli","340","616","279322","1","12247","291569","905"
"Champawat","429","429","231709","0","7605","239314","1000"
"Dehradun","1972","2502","1855466","10","112525","1967991","615"
"Haridwar","2039","2106","2069535","0","51533","2121068","1293"
"Nainital","570","819","531453","2","39252","570705","346"
"Pauri Garhwal","702","670","377918","0","17690","395608","852"
"Pithoragarh","238","16","210970","0","10265","221235","541"
"Rudraprayag","182","187","187449","0","8801","196250","405"
"Tehri Garhwal","104","295","293442","0","15838","309280","310"
"US Nagar","790","542","888215","1","37884","926099","1668"
"Uttarkashi","195","195","331537","0","12560","344097","658"
"Total","7953","9126","7685700","14","344183","8029883","9274"
