,Unnamed: 0,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
0,0,2021-11-21,DL,Central Delhi,,,,,,,,2021-11-22 13:16:12.835651,,,,1440666,25095,1415262,30453225
1,1,2021-11-21,DL,East Delhi,,,,,,,,2021-11-22 13:16:12.835651,,,,1440666,25095,1415262,30453225
2,2,2021-11-21,DL,New Delhi,,,,,,,,2021-11-22 13:16:12.835651,,,,1440666,25095,1415262,30453225
3,3,2021-11-21,DL,North Delhi,,,,,,,,2021-11-22 13:16:12.835651,,,,1440666,25095,1415262,30453225
4,4,2021-11-21,DL,North East Delhi,,,,,,,,2021-11-22 13:16:12.835651,,,,1440666,25095,1415262,30453225
5,5,2021-11-21,DL,North West Delhi,,,,,,,,2021-11-22 13:16:12.835651,,,,1440666,25095,1415262,30453225
6,6,2021-11-21,DL,Shahdara,,,,,,,,2021-11-22 13:16:12.835651,,,,1440666,25095,1415262,30453225
7,7,2021-11-21,DL,South Delhi,,,,,,,,2021-11-22 13:16:12.835651,,,,1440666,25095,1415262,30453225
8,8,2021-11-21,DL,South East Delhi,,,,,,,,2021-11-22 13:16:12.835651,,,,1440666,25095,1415262,30453225
9,9,2021-11-21,DL,South West Delhi,,,,,,,,2021-11-22 13:16:12.835651,,,,1440666,25095,1415262,30453225
10,10,2021-11-21,DL,West Delhi,,,,,,,,2021-11-22 13:16:12.835651,,,,1440666,25095,1415262,30453225
11,11,2021-11-21,DL,Unknown,,,,1440666.0,25095.0,1415262.0,,2021-11-22 13:16:12.835651,,,,1440666,25095,1415262,30453225
