,Unnamed: 0,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
0,0,2021-11-04,DL,Central Delhi,,,,,,,,2021-11-06 17:29:22.734131,,,,1440003,25091,1414609,29621621
1,1,2021-11-04,DL,East Delhi,,,,,,,,2021-11-06 17:29:22.734131,,,,1440003,25091,1414609,29621621
2,2,2021-11-04,DL,New Delhi,,,,,,,,2021-11-06 17:29:22.734131,,,,1440003,25091,1414609,29621621
3,3,2021-11-04,DL,North Delhi,,,,,,,,2021-11-06 17:29:22.734131,,,,1440003,25091,1414609,29621621
4,4,2021-11-04,DL,North East Delhi,,,,,,,,2021-11-06 17:29:22.734131,,,,1440003,25091,1414609,29621621
5,5,2021-11-04,DL,North West Delhi,,,,,,,,2021-11-06 17:29:22.734131,,,,1440003,25091,1414609,29621621
6,6,2021-11-04,DL,Shahdara,,,,,,,,2021-11-06 17:29:22.734131,,,,1440003,25091,1414609,29621621
7,7,2021-11-04,DL,South Delhi,,,,,,,,2021-11-06 17:29:22.734131,,,,1440003,25091,1414609,29621621
8,8,2021-11-04,DL,South East Delhi,,,,,,,,2021-11-06 17:29:22.734131,,,,1440003,25091,1414609,29621621
9,9,2021-11-04,DL,South West Delhi,,,,,,,,2021-11-06 17:29:22.734131,,,,1440003,25091,1414609,29621621
10,10,2021-11-04,DL,West Delhi,,,,,,,,2021-11-06 17:29:22.734131,,,,1440003,25091,1414609,29621621
11,11,2021-11-04,DL,Unknown,,,,1440003.0,25091.0,1414609.0,,2021-11-06 17:29:22.734131,,,,1440003,25091,1414609,29621621
