,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForDistrict,cumulativeOtherNumberForState
1,2022-06-24,PB,Ludhiana,,,,110232,2288,107806,,2022-06-27T15:19:05.869742+05:30,,,,761884,17764,743368,*19804657,0,0
2,2022-06-24,PB,S.A.S. Nagar,,,,96526,1151,95152,,2022-06-27T15:19:05.869742+05:30,,,,761884,17764,743368,*19804657,0,0
3,2022-06-24,PB,Jalandhar,,,,78504,1579,76877,,2022-06-27T15:19:05.869742+05:30,,,,761884,17764,743368,*19804657,0,0
4,2022-06-24,PB,Patiala,,,,62369,1457,60845,,2022-06-27T15:19:05.869742+05:30,,,,761884,17764,743368,*19804657,0,0
5,2022-06-24,PB,Amritsar,,,,59544,1683,57820,,2022-06-27T15:19:05.869742+05:30,,,,761884,17764,743368,*19804657,0,0
6,2022-06-24,PB,Bathinda,,,,50989,1088,49848,,2022-06-27T15:19:05.869742+05:30,,,,761884,17764,743368,*19804657,0,0
7,2022-06-24,PB,Hoshiarpur,,,,40933,1096,39819,,2022-06-27T15:19:05.869742+05:30,,,,761884,17764,743368,*19804657,0,0
8,2022-06-24,PB,Gurdaspur,,,,26981,865,26104,,2022-06-27T15:19:05.869742+05:30,,,,761884,17764,743368,*19804657,0,0
9,2022-06-24,PB,Pathankot,,,,24611,495,24104,,2022-06-27T15:19:05.869742+05:30,,,,761884,17764,743368,*19804657,0,0
10,2022-06-24,PB,Fazilka,,,,23451,545,22890,,2022-06-27T15:19:05.869742+05:30,,,,761884,17764,743368,*19804657,0,0
11,2022-06-24,PB,Sri Muktsar Sahib,,,,22574,539,22028,,2022-06-27T15:19:05.869742+05:30,,,,761884,17764,743368,*19804657,0,0
12,2022-06-24,PB,Kapurthala,,,,22093,583,21503,,2022-06-27T15:19:05.869742+05:30,,,,761884,17764,743368,*19804657,0,0
13,2022-06-24,PB,Rupnagar,,,,17999,455,17528,,2022-06-27T15:19:05.869742+05:30,,,,761884,17764,743368,*19804657,0,0
14,2022-06-24,PB,Ferozepur,,,,17934,537,17384,,2022-06-27T15:19:05.869742+05:30,,,,761884,17764,743368,*19804657,0,0
15,2022-06-24,PB,Mansa,,,,17243,393,16842,,2022-06-27T15:19:05.869742+05:30,,,,761884,17764,743368,*19804657,0,0
16,2022-06-24,PB,Faridkot,,,,16858,338,16489,,2022-06-27T15:19:05.869742+05:30,,,,761884,17764,743368,*19804657,0,0
17,2022-06-24,PB,Sangrur,,,,14323,735,13580,,2022-06-27T15:19:05.869742+05:30,,,,761884,17764,743368,*19804657,0,0
18,2022-06-24,PB,Shahid Bhagat Singh Nagar,,,,13431,409,13019,,2022-06-27T15:19:05.869742+05:30,,,,761884,17764,743368,*19804657,0,0
19,2022-06-24,PB,Fatehgarh Sahib,,,,11890,354,11514,,2022-06-27T15:19:05.869742+05:30,,,,761884,17764,743368,*19804657,0,0
20,2022-06-24,PB,Moga,,,,11004,255,10743,,2022-06-27T15:19:05.869742+05:30,,,,761884,17764,743368,*19804657,0,0
21,2022-06-24,PB,Tarn Taran,,,,10912,394,10517,,2022-06-27T15:19:05.869742+05:30,,,,761884,17764,743368,*19804657,0,0
22,2022-06-24,PB,Barnala,,,,7506,349,7156,,2022-06-27T15:19:05.869742+05:30,,,,761884,17764,743368,*19804657,0,0
23,2022-06-24,PB,Malerkotla,,,,3977,176,3800,,2022-06-27T15:19:05.869742+05:30,,,,761884,17764,743368,*19804657,0,0
