Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,Column 19
2022-06-24,JK,Srinagar,2022-06-24 17:00:00+05:30,https://twitter.com/diprjk,,102798,908,101825,,2022-06-24 19:55:54.488220,2022-06-24 17:00:00+05:30,https://twitter.com/diprjk,,454677,4755,449672,25704539,
2022-06-24,JK,Baramulla,2022-06-24 17:00:00+05:30,https://twitter.com/diprjk,,37674,304,37367,,2022-06-24 19:55:54.488220,2022-06-24 17:00:00+05:30,https://twitter.com/diprjk,,454677,4755,449672,25704539,
2022-06-24,JK,Budgam,2022-06-24 17:00:00+05:30,https://twitter.com/diprjk,,34858,237,34615,,2022-06-24 19:55:54.488220,2022-06-24 17:00:00+05:30,https://twitter.com/diprjk,,454677,4755,449672,25704539,
2022-06-24,JK,Pulwama,2022-06-24 17:00:00+05:30,https://twitter.com/diprjk,,18430,201,18228,,2022-06-24 19:55:54.488220,2022-06-24 17:00:00+05:30,https://twitter.com/diprjk,,454677,4755,449672,25704539,
2022-06-24,JK,Kupwara,2022-06-24 17:00:00+05:30,https://twitter.com/diprjk,,21774,174,21590,,2022-06-24 19:55:54.488220,2022-06-24 17:00:00+05:30,https://twitter.com/diprjk,,454677,4755,449672,25704539,
2022-06-24,JK,Anantnag,2022-06-24 17:00:00+05:30,https://twitter.com/diprjk,,22435,219,22216,,2022-06-24 19:55:54.488220,2022-06-24 17:00:00+05:30,https://twitter.com/diprjk,,454677,4755,449672,25704539,
2022-06-24,JK,Bandipora,2022-06-24 17:00:00+05:30,https://twitter.com/diprjk,,13688,119,13569,,2022-06-24 19:55:54.488220,2022-06-24 17:00:00+05:30,https://twitter.com/diprjk,,454677,4755,449672,25704539,
2022-06-24,JK,Ganderbal,2022-06-24 17:00:00+05:30,https://twitter.com/diprjk,,13630,84,13543,,2022-06-24 19:55:54.488220,2022-06-24 17:00:00+05:30,https://twitter.com/diprjk,,454677,4755,449672,25704539,
2022-06-24,JK,Kulgam,2022-06-24 17:00:00+05:30,https://twitter.com/diprjk,,16328,119,16205,,2022-06-24 19:55:54.488220,2022-06-24 17:00:00+05:30,https://twitter.com/diprjk,,454677,4755,449672,25704539,
2022-06-24,JK,Shopiyan,2022-06-24 17:00:00+05:30,https://twitter.com/diprjk,,6307,60,6247,,2022-06-24 19:55:54.488220,2022-06-24 17:00:00+05:30,https://twitter.com/diprjk,,454677,4755,449672,25704539,
2022-06-24,JK,Jammu,2022-06-24 17:00:00+05:30,https://twitter.com/diprjk,,76623,1226,75258,,2022-06-24 19:55:54.488220,2022-06-24 17:00:00+05:30,https://twitter.com/diprjk,,454677,4755,449672,25704539,
2022-06-24,JK,Udhampur,2022-06-24 17:00:00+05:30,https://twitter.com/diprjk,,14783,147,14631,,2022-06-24 19:55:54.488220,2022-06-24 17:00:00+05:30,https://twitter.com/diprjk,,454677,4755,449672,25704539,
2022-06-24,JK,Rajouri,2022-06-24 17:00:00+05:30,https://twitter.com/diprjk,,12813,249,12563,,2022-06-24 19:55:54.488220,2022-06-24 17:00:00+05:30,https://twitter.com/diprjk,,454677,4755,449672,25704539,
2022-06-24,JK,Doda,2022-06-24 17:00:00+05:30,https://twitter.com/diprjk,,11535,144,11389,,2022-06-24 19:55:54.488220,2022-06-24 17:00:00+05:30,https://twitter.com/diprjk,,454677,4755,449672,25704539,
2022-06-24,JK,Kathua,2022-06-24 17:00:00+05:30,https://twitter.com/diprjk,,11422,166,11254,,2022-06-24 19:55:54.488220,2022-06-24 17:00:00+05:30,https://twitter.com/diprjk,,454677,4755,449672,25704539,
2022-06-24,JK,Samba,2022-06-24 17:00:00+05:30,https://twitter.com/diprjk,,9100,125,8967,,2022-06-24 19:55:54.488220,2022-06-24 17:00:00+05:30,https://twitter.com/diprjk,,454677,4755,449672,25704539,
2022-06-24,JK,Kishtwar,2022-06-24 17:00:00+05:30,https://twitter.com/diprjk,,5895,46,5849,,2022-06-24 19:55:54.488220,2022-06-24 17:00:00+05:30,https://twitter.com/diprjk,,454677,4755,449672,25704539,
2022-06-24,JK,Punch,2022-06-24 17:00:00+05:30,https://twitter.com/diprjk,,7741,110,7631,,2022-06-24 19:55:54.488220,2022-06-24 17:00:00+05:30,https://twitter.com/diprjk,,454677,4755,449672,25704539,
2022-06-24,JK,Ramban,2022-06-24 17:00:00+05:30,https://twitter.com/diprjk,,8139,69,8069,,2022-06-24 19:55:54.488220,2022-06-24 17:00:00+05:30,https://twitter.com/diprjk,,454677,4755,449672,25704539,
2022-06-24,JK,Reasi,2022-06-24 17:00:00+05:30,https://twitter.com/diprjk,,8704,48,8656,,2022-06-24 19:55:54.488220,2022-06-24 17:00:00+05:30,https://twitter.com/diprjk,,454677,4755,449672,25704539,
