,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,2021-11-29,NL,9,0,4,340,1580,2232,0,76,49.0,0.0,37.0,3035.0,10417.0,13218.0,0.0,Dimapur,6,0,4,,347,1024,0,40,34.0,0.0,22.0,,1995.0,5100.0,0,379769,,,711 cases were recorded as Non Covid Deaths with Covid19 Positivity,14856,415,14339,,276779,200152,0,711,2022-01-22T01:52:28.367986+05:30,2150000,,,1079 cases were recorded as Non Covid Deaths with Covid19 Positivity,32109,680,31273,410099,737951,546908,0,1079,6.0,3.0
1,1,1,1,2021-11-29,NL,9,0,4,340,1580,2232,0,76,49.0,0.0,37.0,3035.0,10417.0,13218.0,0.0,Kiphire,1,0,0,,154,38,0,1,5.0,0.0,2.0,,1406.0,408.0,0,74033,,,1 cases were recorded as Non Covid Deaths with Covid19 Positivity,267,9,253,,17686,9978,0,1,2022-01-22T01:52:28.367986+05:30,2150000,,,1079 cases were recorded as Non Covid Deaths with Covid19 Positivity,32109,680,31273,410099,737951,546908,0,1079,6.0,0.0
2,2,2,2,2021-11-29,NL,9,0,4,340,1580,2232,0,76,49.0,0.0,37.0,3035.0,10417.0,13218.0,0.0,Kohima,1,0,0,,78,223,0,10,4.0,0.0,7.0,,677.0,1376.0,0,270063,,,205 cases were recorded as Non Covid Deaths with Covid19 Positivity,9490,125,9352,,107817,89753,0,205,2022-01-22T01:52:28.367986+05:30,2150000,,,1079 cases were recorded as Non Covid Deaths with Covid19 Positivity,32109,680,31273,410099,737951,546908,0,1079,6.0,1.0
3,3,3,3,2021-11-29,NL,9,0,4,340,1580,2232,0,76,49.0,0.0,37.0,3035.0,10417.0,13218.0,0.0,Longleng,0,0,0,,177,49,0,0,0.0,0.0,0.0,,487.0,339.0,0,50593,,,20 cases were recorded as Non Covid Deaths with Covid19 Positivity,307,0,305,,21444,16286,0,20,2022-01-22T01:52:28.367986+05:30,2150000,,,1079 cases were recorded as Non Covid Deaths with Covid19 Positivity,32109,680,31273,410099,737951,546908,0,1079,6.0,0.0
4,4,4,4,2021-11-29,NL,9,0,4,340,1580,2232,0,76,49.0,0.0,37.0,3035.0,10417.0,13218.0,0.0,Mokokchung,1,0,0,,41,105,0,21,5.0,0.0,4.0,,262.0,692.0,0,193171,,,69 cases were recorded as Non Covid Deaths with Covid19 Positivity,2372,55,2292,,70313,59373,0,69,2022-01-22T01:52:28.367986+05:30,2150000,,,1079 cases were recorded as Non Covid Deaths with Covid19 Positivity,32109,680,31273,410099,737951,546908,0,1079,6.0,2.0
5,5,5,5,2021-11-29,NL,9,0,4,340,1580,2232,0,76,49.0,0.0,37.0,3035.0,10417.0,13218.0,0.0,Mon,0,0,0,,122,201,0,0,0.0,0.0,0.0,,515.0,1069.0,0,259604,,,19 cases were recorded as Non Covid Deaths with Covid19 Positivity,1159,12,1145,,71283,52554,0,19,2022-01-22T01:52:28.367986+05:30,2150000,,,1079 cases were recorded as Non Covid Deaths with Covid19 Positivity,32109,680,31273,410099,737951,546908,0,1079,6.0,0.0
6,6,6,6,2021-11-29,NL,9,0,4,340,1580,2232,0,76,49.0,0.0,37.0,3035.0,10417.0,13218.0,0.0,Peren,0,0,0,,123,77,0,0,0.0,0.0,0.0,,720.0,632.0,0,163294,,,15 cases were recorded as Non Covid Deaths with Covid19 Positivity,922,6,916,,21415,14459,0,15,2022-01-22T01:52:28.367986+05:30,2150000,,,1079 cases were recorded as Non Covid Deaths with Covid19 Positivity,32109,680,31273,410099,737951,546908,0,1079,6.0,0.0
7,7,7,7,2021-11-29,NL,9,0,4,340,1580,2232,0,76,49.0,0.0,37.0,3035.0,10417.0,13218.0,0.0,Phek,0,0,0,,165,145,0,0,0.0,0.0,0.0,,1807.0,1078.0,0,163294,,,9 cases were recorded as Non Covid Deaths with Covid19 Positivity,604,18,586,,34323,23815,0,9,2022-01-22T01:52:28.367986+05:30,2150000,,,1079 cases were recorded as Non Covid Deaths with Covid19 Positivity,32109,680,31273,410099,737951,546908,0,1079,6.0,0.0
8,8,8,8,2021-11-29,NL,9,0,4,340,1580,2232,0,76,49.0,0.0,37.0,3035.0,10417.0,13218.0,0.0,Tuensang,0,0,0,,164,157,0,2,0.0,0.0,0.0,,1302.0,928.0,0,414801,,,3 cases were recorded as Non Covid Deaths with Covid19 Positivity,1100,13,1088,,40689,29423,0,3,2022-01-22T01:52:28.367986+05:30,2150000,,,1079 cases were recorded as Non Covid Deaths with Covid19 Positivity,32109,680,31273,410099,737951,546908,0,1079,6.0,0.0
9,9,9,9,2021-11-29,NL,9,0,4,340,1580,2232,0,76,49.0,0.0,37.0,3035.0,10417.0,13218.0,0.0,Wokha,0,0,0,,62,111,0,1,1.0,0.0,1.0,,380.0,572.0,0,166239,,,16 cases were recorded as Non Covid Deaths with Covid19 Positivity,407,11,391,,35804,25276,0,16,2022-01-22T01:52:28.367986+05:30,2150000,,,1079 cases were recorded as Non Covid Deaths with Covid19 Positivity,32109,680,31273,410099,737951,546908,0,1079,6.0,0.0
