,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForDistrict,cumulativeOtherNumberForState
0,2021-11-29,NL,Dimapur,,,711 cases were recorded as Non Covid Deaths with Covid19 Positivity,14856,415,13639,,2022-01-28T02:42:18.069413+05:30,,,1079 cases were recorded as Non Covid Deaths with Covid19 Positivity,32109,680,30210,410099,711,1079
1,2021-11-29,NL,Kiphire,,,1 cases were recorded as Non Covid Deaths with Covid19 Positivity,267,9,252,,2022-01-28T02:42:18.069413+05:30,,,1079 cases were recorded as Non Covid Deaths with Covid19 Positivity,32109,680,30210,410099,1,1079
2,2021-11-29,NL,Kohima,,,205 cases were recorded as Non Covid Deaths with Covid19 Positivity,9490,125,9148,,2022-01-28T02:42:18.069413+05:30,,,1079 cases were recorded as Non Covid Deaths with Covid19 Positivity,32109,680,30210,410099,205,1079
3,2021-11-29,NL,Longleng,,,20 cases were recorded as Non Covid Deaths with Covid19 Positivity,307,0,287,,2022-01-28T02:42:18.069413+05:30,,,1079 cases were recorded as Non Covid Deaths with Covid19 Positivity,32109,680,30210,410099,20,1079
4,2021-11-29,NL,Mokokchung,,,69 cases were recorded as Non Covid Deaths with Covid19 Positivity,2372,55,2223,,2022-01-28T02:42:18.069413+05:30,,,1079 cases were recorded as Non Covid Deaths with Covid19 Positivity,32109,680,30210,410099,69,1079
5,2021-11-29,NL,Mon,,,19 cases were recorded as Non Covid Deaths with Covid19 Positivity,1159,12,1128,,2022-01-28T02:42:18.069413+05:30,,,1079 cases were recorded as Non Covid Deaths with Covid19 Positivity,32109,680,30210,410099,19,1079
6,2021-11-29,NL,Peren,,,15 cases were recorded as Non Covid Deaths with Covid19 Positivity,922,6,901,,2022-01-28T02:42:18.069413+05:30,,,1079 cases were recorded as Non Covid Deaths with Covid19 Positivity,32109,680,30210,410099,15,1079
7,2021-11-29,NL,Phek,,,9 cases were recorded as Non Covid Deaths with Covid19 Positivity,604,18,577,,2022-01-28T02:42:18.069413+05:30,,,1079 cases were recorded as Non Covid Deaths with Covid19 Positivity,32109,680,30210,410099,9,1079
8,2021-11-29,NL,Tuensang,,,3 cases were recorded as Non Covid Deaths with Covid19 Positivity,1100,13,1085,,2022-01-28T02:42:18.069413+05:30,,,1079 cases were recorded as Non Covid Deaths with Covid19 Positivity,32109,680,30210,410099,3,1079
9,2021-11-29,NL,Wokha,,,16 cases were recorded as Non Covid Deaths with Covid19 Positivity,407,11,375,,2022-01-28T02:42:18.069413+05:30,,,1079 cases were recorded as Non Covid Deaths with Covid19 Positivity,32109,680,30210,410099,16,1079
10,2021-11-29,NL,Zunheboto,,,11 cases were recorded as Non Covid Deaths with Covid19 Positivity,625,16,595,,2022-01-28T02:42:18.069413+05:30,,,1079 cases were recorded as Non Covid Deaths with Covid19 Positivity,32109,680,30210,410099,11,1079
