,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,0,0,2021-11-29,MZ,437,1,531,0,1517,2463,3525,2490.0,14.0,3386.0,,6665.0,10972.0,Aizawl,,,,,291,1272,,,,,,712.0,2985.0,404054,,,,,,,,317841,256021,2021-11-30 10:02:23.007747,1192000,,,,134810,493,130512,,731728,556448,0,0,0,0,0
1,1,1,1,1,1,2021-11-29,MZ,437,1,531,0,1517,2463,3525,2490.0,14.0,3386.0,,6665.0,10972.0,Champhai,,,,,312,221,,,,,,446.0,1429.0,125370,,,,,,,,75161,59617,2021-11-30 10:02:23.007747,1192000,,,,134810,493,130512,,731728,556448,0,0,0,0,0
2,2,2,2,2,2,2021-11-29,MZ,437,1,531,0,1517,2463,3525,2490.0,14.0,3386.0,,6665.0,10972.0,Hnahthial,,,,,0,0,,,,,,0.0,0.0,0,,,,,,,,0,0,2021-11-30 10:02:23.007747,1192000,,,,134810,493,130512,,731728,556448,0,0,0,0,0
3,3,3,3,3,3,2021-11-29,MZ,437,1,531,0,1517,2463,3525,2490.0,14.0,3386.0,,6665.0,10972.0,Khawzawl,,,,,0,0,,,,,,0.0,0.0,0,,,,,,,,0,0,2021-11-30 10:02:23.007747,1192000,,,,134810,493,130512,,731728,556448,0,0,0,0,0
4,4,4,4,4,4,2021-11-29,MZ,437,1,531,0,1517,2463,3525,2490.0,14.0,3386.0,,6665.0,10972.0,Kolasib,,,,,20,77,,,,,,203.0,676.0,83054,,,,,,,,51333,36611,2021-11-30 10:02:23.007747,1192000,,,,134810,493,130512,,731728,556448,0,0,0,0,0
5,5,5,5,5,5,2021-11-29,MZ,437,1,531,0,1517,2463,3525,2490.0,14.0,3386.0,,6665.0,10972.0,Lawngtlai,,,,,357,68,,,,,,2768.0,2210.0,117444,,,,,,,,67557,32680,2021-11-30 10:02:23.007747,1192000,,,,134810,493,130512,,731728,556448,0,0,0,0,0
6,6,6,6,6,6,2021-11-29,MZ,437,1,531,0,1517,2463,3525,2490.0,14.0,3386.0,,6665.0,10972.0,Lunglei,,,,,322,273,,,,,,943.0,719.0,154094,,,,,,,,96772,78009,2021-11-30 10:02:23.007747,1192000,,,,134810,493,130512,,731728,556448,0,0,0,0,0
7,7,7,7,7,7,2021-11-29,MZ,437,1,531,0,1517,2463,3525,2490.0,14.0,3386.0,,6665.0,10972.0,Mamit,,,,,130,212,,,,,,1092.0,1838.0,85757,,,,,,,,45546,32924,2021-11-30 10:02:23.007747,1192000,,,,134810,493,130512,,731728,556448,0,0,0,0,0
8,8,8,8,8,8,2021-11-29,MZ,437,1,531,0,1517,2463,3525,2490.0,14.0,3386.0,,6665.0,10972.0,Saiha,,,,,41,300,,,,,,207.0,588.0,56366,,,,,,,,35232,23002,2021-11-30 10:02:23.007747,1192000,,,,134810,493,130512,,731728,556448,0,0,0,0,0
9,9,9,9,9,9,2021-11-29,MZ,437,1,531,0,1517,2463,3525,2490.0,14.0,3386.0,,6665.0,10972.0,Saitual,,,,,0,0,,,,,,0.0,0.0,0,,,,,,,,0,0,2021-11-30 10:02:23.007747,1192000,,,,134810,493,130512,,731728,556448,0,0,0,0,0
10,10,10,10,10,10,2021-11-29,MZ,437,1,531,0,1517,2463,3525,2490.0,14.0,3386.0,,6665.0,10972.0,Serchhip,,,,,44,40,,,,,,294.0,527.0,64875,,,,,,,,42286,37584,2021-11-30 10:02:23.007747,1192000,,,,134810,493,130512,,731728,556448,0,0,0,0,0
11,11,11,11,11,11,2021-11-29,MZ,437,1,531,0,1517,2463,3525,2490.0,14.0,3386.0,,6665.0,10972.0,Unknown,437.0,1.0,531.0,,0,0,3525.0,2490.0,14.0,3386.0,,0.0,0.0,0,,,,134810.0,493.0,130512.0,,0,0,2021-11-30 10:02:23.007747,1192000,,,,134810,493,130512,,731728,556448,0,0,0,0,0
