"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","703","757","51418","14","4406","55818","338"
"Bageshwar","350","366","27746","4","2071","29813","482"
"Chamoli","612","513","34770","16","3147","37915","577"
"Champawat","545","712","42839","7","1848","44684","187"
"Dehradun","1706","2085","308109","53","32345","340319","147"
"Haridwar","998","815","280667","15","12801","293438","260"
"Nainital","1002","989","56964","8","11215","68109","276"
"Pauri Garhwal","1234","1092","63677","6","5176","68846","959"
"Pithoragarh","550","82","30514","10","2519","33021","1062"
"Rudraprayag","233","287","20378","17","2671","23049","304"
"Tehri Garhwal","403","395","22876","1","2324","25193","488"
"US Nagar","1463","1637","102496","3","8748","111220","654"
"Uttarkashi","551","124","24586","2","1594","26178","834"
"Total","10350","9854","1067040","156","90865","1157603","6568"
