District,Recovered,Deceased,Active
ममर्ापरु,10973,116,26
बहराइच,11372.0,178.0,24.0
लखीमपरु-खीरी,24126.0,292.0,23.0
महाराजगजं,12322.0,141.0,22.0
सीतापरु,12214.0,185.0,22.0
फर्रखाबाद,10155.0,194.0,19.0
बमलया,21376.0,234.0,18.0
मसद्धाथ नगर,9275.0,100.0,18.0
कन्नौज,9114.0,115.0,16.0
सलु्तानपरु,14780.0,138.0,16.0
बलरामपरु,7356.0,138.0,15.0
कानपरु देहात,6089.0,110.0,15.0
गोंडा,12016.0,271.0,14.0
इटावा,13641.0,293.0,13.0
लमलतपरु,12622.0,128.0,13.0
कुशीनगर,15390.0,228.0,11.0
बादा,10832.0,161.0,10.0
कासगजं,4198.0,53.0,10.0
मऊ,8253.0,80.0,10.0
अम्बडेकर नगर,4888.0,152.0,9.0
अमठेी,9830.0,143.0,9.0
पीलीभीत,10839.0,193.0,8.0
प्रतापगढ़,15875.0,163.0,8.0
फतहेपरु,6679.0,139.0,7.0
चचत्रकट,7031.0,79.0,6.0
कौशाम्बी,4356.0,70.0,6.0
महोबा,4182.0,86.0,4.0
भदोही,7558.0,163.0,3.0
जालौन,11489.0,202.0,3.0
सतं कबीर नगर,8064.0,98.0,3.0
हमीरपरु,5138.0,102.0,2.0
श्रावस्ती,4354.0,35.0,1.0
