District,Recovered,Deceased,Active
गौतम बिु नगर,63112,468,2404
गाज़ियाबाद,55325,461,1767
लखनऊ,236364,2651,1718
मरेठ,68614,899,1207
िाराणसी,84553,971,555
आगरा,25333,457,464
मरुादाबाद,38745,349,460
प्रयागराज,77653,1088,359
कानपरु नगर,81048,1905,313
सहारनपरु,32337,420,258
मजुफ्फरनगर,30756,269,204
गोरखपरु,58599,848,186
अलीगढ,21184,109,171
मथरुा,19935,402,171
बरेली,43675,377,158
बलुदंशहर,19977,244,131
झासी,35910,663,114
बागपत,8995,141,110
शामली,12936,45,109
सभंल,9332,106,95
बाराबकंी,19631,225,90
अमरोहा,16416,203,71
अयोध्या,16631,290,63
हापड़ु,12425,217,59
राय बरेली,16771,343,58
चदंौली,15853,357,49
बबजनौर,14670,126,44
देवररया,20010,222,44
रामपरु,11680,148,43
शाहजहांपरु,19921,444,43
गाजीपरु,21370,283,40
बस्ती,11389,330,39
क्रिरोजाबाद,8586,135,37
सोनभद्र,16564,251,34
हरदोई,13408,349,33
उन्नाव,14769,254,33
हाथरस,2877,43,32
आजमगढ़,17678,228,31
बदाय,14845,98,31
मनैपरुी,9851,182,31
औरैय्या,9890,203,30
एटा,9869,99,28
जौनपरु,22350,235,26
