"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","0","4","71242","0","4909","76145","0"
"Bageshwar","0","1","39894","0","2161","42051","0"
"Chamoli","5","6","52507","0","3378","55883","0"
"Champawat","0","0","65716","0","1994","67707","0"
"Dehradun","165","201","424732","5","38985","463582","12"
"Haridwar","13","20","330135","1","14096","344201","0"
"Nainital","41","36","111002","1","13498","124430","0"
"Pauri Garhwal","0","4","109755","0","5597","115345","0"
"Pithoragarh","0","0","44826","0","2758","47572","0"
"Rudraprayag","0","3","32048","0","3062","35110","0"
"Tehri Garhwal","73","146","51708","0","2626","54327","5"
"US Nagar","50","31","165485","1","9339","174800","6"
"Uttarkashi","7","1","48031","0","1926","49955","0"
"Total","354","453","1547081","8","104329","1651108","23"
