,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,10410,10238,129,2022-07-28,TT,43959321,526212,43286787,2022-07-28 12:18:18.557911,874008037,2022-07-27 00:00:00,396783,2032204817,1020762533,931214267,80228017,754154,345155,347430,61569,https://www.icmr.gov.in/,20557,45,19216,3461162,485036,152893,4099091,64,80,5612,5756,12,10,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2330759,2313533,14733,2022-07-28,TT,43959321,526212,43286787,2022-07-28 12:18:18.557911,874008037,2022-07-27 00:00:00,396783,2032204817,1020762533,931214267,80228017,99917322,44648573,47524848,7743901,https://www.icmr.gov.in/,20557,45,19216,3461162,485036,152893,4099091,609,480,97587,98676,355,495,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,65598,64828,296,2022-07-28,TT,43959321,526212,43286787,2022-07-28 12:18:18.557911,874008037,2022-07-27 00:00:00,396783,2032204817,1020762533,931214267,80228017,1794807,946382,791186,57239,https://www.icmr.gov.in/,20557,45,19216,3461162,485036,152893,4099091,470,622,1120,2212,85,59,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,737104,723399,8015,2022-07-28,TT,43959321,526212,43286787,2022-07-28 12:18:18.557911,874008037,2022-07-27 00:00:00,396783,2032204817,1020762533,931214267,80228017,48244196,24615530,21699600,1929066,https://www.icmr.gov.in/,20557,45,19216,3461162,485036,152893,4099091,2207,9448,68488,80143,797,649,1,,,1332900000,Assam,34293000
4,Bihar,842469,828614,12282,2022-07-28,TT,43959321,526212,43286787,2022-07-28 12:18:18.557911,874008037,2022-07-27 00:00:00,396783,2032204817,1020762533,931214267,80228017,141845336,71996789,63555410,6293137,https://www.icmr.gov.in/,20557,45,19216,3461162,485036,152893,4099091,12771,22122,45816,80709,264,435,0,,,1332900000,Bihar,119520000
5,Chandigarh,95952,93977,1167,2022-07-28,TT,43959321,526212,43286787,2022-07-28 12:18:18.557911,874008037,2022-07-27 00:00:00,396783,2032204817,1020762533,931214267,80228017,2221943,1180741,973062,68140,https://www.icmr.gov.in/,20557,45,19216,3461162,485036,152893,4099091,136,475,1540,2151,117,97,1,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1164262,1146393,14060,2022-07-28,TT,43959321,526212,43286787,2022-07-28 12:18:18.557911,874008037,2022-07-27 00:00:00,396783,2032204817,1020762533,931214267,80228017,43210936,20993154,19444768,2773014,https://www.icmr.gov.in/,20557,45,19216,3461162,485036,152893,4099091,5850,21440,112538,139828,491,600,1,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11523,11511,4,2022-07-28,TT,43959321,526212,43286787,2022-07-28 12:18:18.557911,874008037,2022-07-27 00:00:00,396783,2032204817,1020762533,931214267,80228017,1474482,778792,626654,69036,https://www.icmr.gov.in/,20557,45,19216,3461162,485036,152893,4099091,166,633,7589,8388,3,1,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,1950802,1921256,26307,2022-07-28,TT,43959321,526212,43286787,2022-07-28 12:18:18.557911,874008037,2022-07-27 00:00:00,396783,2032204817,1020762533,931214267,80228017,35746628,18185982,15422533,2138113,https://www.icmr.gov.in/,20557,45,19216,3461162,485036,152893,4099091,4199,6669,18384,29252,1066,687,2,,,1332900000,Delhi,19814000
9,Goa,251688,246992,3849,2022-07-28,TT,43959321,526212,43286787,2022-07-28 12:18:18.557911,874008037,2022-07-27 00:00:00,396783,2032204817,1020762533,931214267,80228017,2810265,1436744,1287885,85636,https://www.icmr.gov.in/,20557,45,19216,3461162,485036,152893,4099091,82,189,1979,2250,80,70,0,,,1332900000,Goa,1540000
10,Gujarat,1250988,1234243,10964,2022-07-28,TT,43959321,526212,43286787,2022-07-28 12:18:18.557911,874008037,2022-07-27 00:00:00,396783,2032204817,1020762533,931214267,80228017,114691876,54247070,53583484,6861322,https://www.icmr.gov.in/,20557,45,19216,3461162,485036,152893,4099091,6165,13489,317070,336724,979,873,0,,,1332900000,Gujarat,67936000
11,Haryana,1027387,1014100,10635,2022-07-28,TT,43959321,526212,43286787,2022-07-28 12:18:18.557911,874008037,2022-07-27 00:00:00,396783,2032204817,1020762533,931214267,80228017,44655777,23616861,19637231,1401685,https://www.icmr.gov.in/,20557,45,19216,3461162,485036,152893,4099091,1773,6971,16343,25087,579,497,0,,,1332900000,Haryana,28672000
12,Himachal Pradesh,296590,287518,4158,2022-07-28,TT,43959321,526212,43286787,2022-07-28 12:18:18.557911,874008037,2022-07-27 00:00:00,396783,2032204817,1020762533,931214267,80228017,13769895,6610324,6252631,906940,https://www.icmr.gov.in/,20557,45,19216,3461162,485036,152893,4099091,582,1163,52211,53956,916,542,1,,,1332900000,Himachal Pradesh,7300000
13,Jammu and Kashmir,461947,453108,4765,2022-07-28,TT,43959321,526212,43286787,2022-07-28 12:18:18.557911,874008037,2022-07-27 00:00:00,396783,2032204817,1020762533,931214267,80228017,23621813,11349573,11659109,613131,https://www.icmr.gov.in/,20557,45,19216,3461162,485036,152893,4099091,605,4337,10246,15188,692,432,2,,,1332900000,Jammu and Kashmir,13203000
14,Jharkhand,439505,432981,5327,2022-07-28,TT,43959321,526212,43286787,2022-07-28 12:18:18.557911,874008037,2022-07-27 00:00:00,396783,2032204817,1020762533,931214267,80228017,41470744,23668663,17032030,770051,https://www.icmr.gov.in/,20557,45,19216,3461162,485036,152893,4099091,7509,11181,19518,38208,156,187,0,,,1332900000,Jharkhand,37403000
15,Karnataka,3999766,3950794,40136,2022-07-28,TT,43959321,526212,43286787,2022-07-28 12:18:18.557911,874008037,2022-07-27 00:00:00,396783,2032204817,1020762533,931214267,80228017,115645779,55022879,54652194,5970706,https://www.icmr.gov.in/,20557,45,19216,3461162,485036,152893,4099091,12683,52873,283847,349403,1624,1647,2,,,1332900000,Karnataka,65798000
16,Kerala,6714410,6626184,70425,2022-07-28,TT,43959321,526212,43286787,2022-07-28 12:18:18.557911,874008037,2022-07-27 00:00:00,396783,2032204817,1020762533,931214267,80228017,56625114,29067538,25064521,2493055,https://www.icmr.gov.in/,20557,45,19216,3461162,485036,152893,4099091,3828,3892,3543,11263,2130,2080,13,,,1332900000,Kerala,35125000
17,Ladakh,28843,28465,228,2022-07-28,TT,43959321,526212,43286787,2022-07-28 12:18:18.557911,874008037,2022-07-27 00:00:00,396783,2032204817,1020762533,931214267,80228017,528412,237591,201491,89330,https://www.icmr.gov.in/,20557,45,19216,3461162,485036,152893,4099091,24,86,962,1072,22,22,0,,,1332900000,Ladakh,293000
18,Lakshadweep,11414,11360,52,2022-07-28,TT,43959321,526212,43286787,2022-07-28 12:18:18.557911,874008037,2022-07-27 00:00:00,396783,2032204817,1020762533,931214267,80228017,125964,61570,59608,4786,https://www.icmr.gov.in/,20557,45,19216,3461162,485036,152893,4099091,4,6,134,144,0,0,0,,,1332900000,Lakshadweep,68000
19,Maharashtra,8039319,7877288,148088,2022-07-28,TT,43959321,526212,43286787,2022-07-28 12:18:18.557911,874008037,2022-07-27 00:00:00,396783,2032204817,1020762533,931214267,80228017,172685074,91244105,75570097,5870872,https://www.icmr.gov.in/,20557,45,19216,3461162,485036,152893,4099091,20717,38210,135062,193989,2138,2279,8,,,1332900000,Maharashtra,122153000
20,Manipur,138809,136066,2128,2022-07-28,TT,43959321,526212,43286787,2022-07-28 12:18:18.557911,874008037,2022-07-27 00:00:00,396783,2032204817,1020762533,931214267,80228017,3089140,1611705,1283956,193479,https://www.icmr.gov.in/,20557,45,19216,3461162,485036,152893,4099091,1107,1415,5704,8226,87,78,2,,,1332900000,Manipur,3103000
21,Meghalaya,95084,92851,1605,2022-07-28,TT,43959321,526212,43286787,2022-07-28 12:18:18.557911,874008037,2022-07-27 00:00:00,396783,2032204817,1020762533,931214267,80228017,2558469,1433997,1069318,55154,https://www.icmr.gov.in/,20557,45,19216,3461162,485036,152893,4099091,191,307,1401,1899,97,60,0,,,1332900000,Meghalaya,3224000
22,Mizoram,232225,230601,709,2022-07-28,TT,43959321,526212,43286787,2022-07-28 12:18:18.557911,874008037,2022-07-27 00:00:00,396783,2032204817,1020762533,931214267,80228017,1676083,885886,725093,65104,https://www.icmr.gov.in/,20557,45,19216,3461162,485036,152893,4099091,184,316,898,1398,145,160,1,,,1332900000,Mizoram,1192000
23,Madhya Pradesh,1048944,1036563,10751,2022-07-28,TT,43959321,526212,43286787,2022-07-28 12:18:18.557911,874008037,2022-07-27 00:00:00,396783,2032204817,1020762533,931214267,80228017,123841836,60529533,58531909,4780394,https://www.icmr.gov.in/,20557,45,19216,3461162,485036,152893,4099091,20997,93922,1175975,1290894,248,218,2,,,1332900000,Madhya Pradesh,82232000
24,Nagaland,35738,34871,768,2022-07-28,TT,43959321,526212,43286787,2022-07-28 12:18:18.557911,874008037,2022-07-27 00:00:00,396783,2032204817,1020762533,931214267,80228017,1696009,916950,733684,45375,https://www.icmr.gov.in/,20557,45,19216,3461162,485036,152893,4099091,202,243,517,962,15,16,0,,,1332900000,Nagaland,2150000
25,Odisha,1309085,1292885,9136,2022-07-28,TT,43959321,526212,43286787,2022-07-28 12:18:18.557911,874008037,2022-07-27 00:00:00,396783,2032204817,1020762533,931214267,80228017,70587660,35017251,32255221,3315188,https://www.icmr.gov.in/,20557,45,19216,3461162,485036,152893,4099091,4897,11482,150518,166897,1174,0,1,,,1332900000,Odisha,43671000
26,Puducherry,170419,167460,1965,2022-07-28,TT,43959321,526212,43286787,2022-07-28 12:18:18.557911,874008037,2022-07-27 00:00:00,396783,2032204817,1020762533,931214267,80228017,1810943,977924,756617,76402,https://www.icmr.gov.in/,20557,45,19216,3461162,485036,152893,4099091,383,1323,5865,7571,141,223,0,,,1332900000,Puducherry,1504000
27,Punjab,771997,747101,17807,2022-07-28,TT,43959321,526212,43286787,2022-07-28 12:18:18.557911,874008037,2022-07-27 00:00:00,396783,2032204817,1020762533,931214267,80228017,45620940,24037515,20565307,1018118,https://www.icmr.gov.in/,20557,45,19216,3461162,485036,152893,4099091,2902,10468,18838,32208,584,0,0,,,1332900000,Punjab,29859000
28,Rajasthan,1293205,1281815,9577,2022-07-28,TT,43959321,526212,43286787,2022-07-28 12:18:18.557911,874008037,2022-07-27 00:00:00,396783,2032204817,1020762533,931214267,80228017,110292705,56666657,49880143,3745905,https://www.icmr.gov.in/,20557,45,19216,3461162,485036,152893,4099091,8677,27775,116717,153169,268,172,0,,,1332900000,Rajasthan,77264000
29,Sikkim,41575,40062,469,2022-07-28,TT,43959321,526212,43286787,2022-07-28 12:18:18.557911,874008037,2022-07-27 00:00:00,396783,2032204817,1020762533,931214267,80228017,1217378,589125,548545,79708,https://www.icmr.gov.in/,20557,45,19216,3461162,485036,152893,4099091,97,143,4989,5229,185,265,1,,,1332900000,Sikkim,664000
30,Tamil Nadu,3537895,3485579,38032,2022-07-28,TT,43959321,526212,43286787,2022-07-28 12:18:18.557911,874008037,2022-07-27 00:00:00,396783,2032204817,1020762533,931214267,80228017,118063908,60296445,54489021,3278442,https://www.icmr.gov.in/,20557,45,19216,3461162,485036,152893,4099091,13609,43521,88741,145871,1803,2233,0,,,1332900000,Tamil Nadu,75695000
31,Telangana,816531,807505,4111,2022-07-28,TT,43959321,526212,43286787,2022-07-28 12:18:18.557911,874008037,2022-07-27 00:00:00,396783,2032204817,1020762533,931214267,80228017,65040039,32281503,31011990,1746546,https://www.icmr.gov.in/,20557,45,19216,3461162,485036,152893,4099091,4659,11132,90593,106384,852,640,0,,,1332900000,Telangana,37220000
32,Tripura,105789,102754,929,2022-07-28,TT,43959321,526212,43286787,2022-07-28 12:18:18.557911,874008037,2022-07-27 00:00:00,396783,2032204817,1020762533,931214267,80228017,5587660,2902260,2481738,203662,https://www.icmr.gov.in/,20557,45,19216,3461162,485036,152893,4099091,637,1306,5424,7367,404,378,2,,,1332900000,Tripura,3992000
33,Uttar Pradesh,2100515,2074150,23561,2022-07-28,TT,43959321,526212,43286787,2022-07-28 12:18:18.557911,874008037,2022-07-27 00:00:00,396783,2032204817,1020762533,931214267,80228017,347507943,176136204,165474994,5896745,https://www.icmr.gov.in/,20557,45,19216,3461162,485036,152893,4099091,15805,89723,316334,421862,491,498,0,,,1332900000,Uttar Pradesh,224979000
34,Uttarakhand,441786,432187,7705,2022-07-28,TT,43959321,526212,43286787,2022-07-28 12:18:18.557911,874008037,2022-07-27 00:00:00,396783,2032204817,1020762533,931214267,80228017,18724952,9075539,8614035,1035378,https://www.icmr.gov.in/,20557,45,19216,3461162,485036,152893,4099091,972,1636,41148,43756,284,152,0,,,1332900000,Uttarakhand,11141000
35,West Bengal,2088988,2047555,21339,2022-07-28,TT,43959321,526212,43286787,2022-07-28 12:18:18.557911,874008037,2022-07-27 00:00:00,396783,2032204817,1020762533,931214267,80228017,147732289,73316378,65959337,8456574,https://www.icmr.gov.in/,20557,45,19216,3461162,485036,152893,4099091,8503,23068,318001,349572,1273,2461,5,,,1332900000,West Bengal,96906000
