Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForState,cumulativeOtherNumberForDistrict
2022-07-28,HP,Bilaspur,2022-07-28 17:00:00+05:30,https://twitter.com/nhm_hp,,18839,95,18417,,2022-07-28 19:55:42.279668,2022-07-28 17:00:00+05:30,https://twitter.com/nhm_hp,,297520,4138,288123,,19,1
2022-07-28,HP,Chamba,2022-07-28 17:00:00+05:30,https://twitter.com/nhm_hp,,17481,178,16924,,2022-07-28 19:55:42.279668,2022-07-28 17:00:00+05:30,https://twitter.com/nhm_hp,,297520,4138,288123,,19,2
2022-07-28,HP,Hamirpur,2022-07-28 17:00:00+05:30,https://twitter.com/nhm_hp,,24272,330,23557,,2022-07-28 19:55:42.279668,2022-07-28 17:00:00+05:30,https://twitter.com/nhm_hp,,297520,4138,288123,,19,1
2022-07-28,HP,Kangra,2022-07-28 17:00:00+05:30,https://twitter.com/nhm_hp,,67075,1250,64565,,2022-07-28 19:55:42.279668,2022-07-28 17:00:00+05:30,https://twitter.com/nhm_hp,,297520,4138,288123,,19,7
2022-07-28,HP,Kinnaur,2022-07-28 17:00:00+05:30,https://twitter.com/nhm_hp,,4700,41,4569,,2022-07-28 19:55:42.279668,2022-07-28 17:00:00+05:30,https://twitter.com/nhm_hp,,297520,4138,288123,,19,0
2022-07-28,HP,Kullu,2022-07-28 17:00:00+05:30,https://twitter.com/nhm_hp,,12636,163,12193,,2022-07-28 19:55:42.279668,2022-07-28 17:00:00+05:30,https://twitter.com/nhm_hp,,297520,4138,288123,,19,2
2022-07-28,HP,Lahaul and Spiti,2022-07-28 17:00:00+05:30,https://twitter.com/nhm_hp,,3363,18,3304,,2022-07-28 19:55:42.279668,2022-07-28 17:00:00+05:30,https://twitter.com/nhm_hp,,297520,4138,288123,,19,0
2022-07-28,HP,Mandi,2022-07-28 17:00:00+05:30,https://twitter.com/nhm_hp,,40791,507,39239,,2022-07-28 19:55:42.279668,2022-07-28 17:00:00+05:30,https://twitter.com/nhm_hp,,297520,4138,288123,,19,0
2022-07-28,HP,Shimla,2022-07-28 17:00:00+05:30,https://twitter.com/nhm_hp,,37509,718,36024,,2022-07-28 19:55:42.279668,2022-07-28 17:00:00+05:30,https://twitter.com/nhm_hp,,297520,4138,288123,,19,4
2022-07-28,HP,Sirmaur,2022-07-28 17:00:00+05:30,https://twitter.com/nhm_hp,,20502,221,20047,,2022-07-28 19:55:42.279668,2022-07-28 17:00:00+05:30,https://twitter.com/nhm_hp,,297520,4138,288123,,19,0
2022-07-28,HP,Solan,2022-07-28 17:00:00+05:30,https://twitter.com/nhm_hp,,31219,336,30677,,2022-07-28 19:55:42.279668,2022-07-28 17:00:00+05:30,https://twitter.com/nhm_hp,,297520,4138,288123,,19,0
2022-07-28,HP,Una,2022-07-28 17:00:00+05:30,https://twitter.com/nhm_hp,,19133,281,18607,,2022-07-28 19:55:42.279668,2022-07-28 17:00:00+05:30,https://twitter.com/nhm_hp,,297520,4138,288123,,19,2
