"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20220","19938","15","267"
"2","Chengalpattu","251483","248573","252","2658"
"3","Chennai","787959","776751","2139","9069"
"4","Coimbatore","339215","336123","474","2618"
"5","Cuddalore","75658","74663","100","895"
"6","Dharmapuri","36775","36461","31","283"
"7","Dindigul","38777","38027","85","665"
"8","Erode","135797","134851","212","734"
"9","Kallakurichi","36915","36696","4","215"
"10","Kancheepuram","97822","96494","25","1303"
"11","Kanyakumari","89385","88081","219","1085"
"12","Karur","30181","29783","26","372"
"13","Krishnagiri","61855","61314","169","372"
"14","Madurai","92909","91640","33","1236"
"15","Mayiladuthurai","27284","26899","55","330"
"16","Nagapattinam","25928","25524","29","375"
"17","Namakkal","69565","68936","95","534"
"18","Nilgiris","42759","42504","29","226"
"19","Perambalur","14888","14613","26","249"
"20","Pudukottai","35169","34725","18","426"
"21","Ramanathapuram","24981","24604","9","368"
"22","Ranipet","56105","55287","31","787"
"23","Salem","131101","129131","207","1763"
"24","Sivagangai","24996","24738","39","219"
"25","Tenkasi","33822","33317","15","490"
"26","Thanjavur","93407","92331","35","1041"
"27","Theni","51797","51244","20","533"
"28","Thirupathur","36052","35382","37","633"
"29","Thiruvallur","152915","150929","46","1940"
"30","Thiruvannamalai","68194","67477","32","685"
"31","Thiruvarur","48932","48435","24","473"
"32","Thoothukudi","67056","66588","20","448"
"33","Tirunelveli","65705","65205","55","445"
"34","Tiruppur","131746","130570","124","1052"
"35","Trichy","97754","96528","65","1161"
"36","Vellore","58029","56807","59","1163"
"37","Villupuram","56150","55736","47","367"
"38","Virudhunagar","59209","58598","56","555"
"39","Airport Surveillance 
(International)","1390","1386","3","1"
"40","Airport Surveillance 
(Domestic)","1166","1165","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,71,479","35,28,482","4,960","38,037"
