"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19951","19637","47","267"
"2","Chengalpattu","242224","236850","2716","2658"
"3","Chennai","768815","752349","7397","9069"
"4","Coimbatore","332123","328592","914","2617"
"5","Cuddalore","74453","73441","117","895"
"6","Dharmapuri","36260","35937","40","283"
"7","Dindigul","37571","36841","65","665"
"8","Erode","133039","132081","224","734"
"9","Kallakurichi","36619","36322","82","215"
"10","Kancheepuram","95831","93958","571","1302"
"11","Kanyakumari","87464","85857","522","1085"
"12","Karur","29835","29412","51","372"
"13","Krishnagiri","59855","59363","122","370"
"14","Madurai","91633","90069","328","1236"
"15","Mayiladuthurai","26568","26203","35","330"
"16","Nagapattinam","25513","25097","41","375"
"17","Namakkal","68233","67551","148","534"
"18","Nilgiris","42336","42044","66","226"
"19","Perambalur","14640","14278","113","249"
"20","Pudukottai","34581","34072","83","426"
"21","Ramanathapuram","24749","24338","43","368"
"22","Ranipet","54385","53344","254","787"
"23","Salem","127888","125852","274","1762"
"24","Sivagangai","24115","23751","145","219"
"25","Tenkasi","32977","32337","150","490"
"26","Thanjavur","92368","91204","124","1040"
"27","Theni","50759","50134","92","533"
"28","Thirupathur","35793","35129","31","633"
"29","Thiruvallur","149583","146662","982","1939"
"30","Thiruvannamalai","67104","66231","188","685"
"31","Thiruvarur","48128","47589","66","473"
"32","Thoothukudi","65712","64836","428","448"
"33","Tirunelveli","63684","62696","543","445"
"34","Tiruppur","130202","129007","143","1052"
"35","Trichy","96002","94180","661","1161"
"36","Vellore","57518","56274","81","1163"
"37","Villupuram","54854","54299","189","366"
"38","Virudhunagar","57309","56472","283","554"
"39","Airport Surveillance 
(International)","1357","1342","14","1"
"40","Airport Surveillance 
(Domestic)","1140","1134","5","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","34,93,599","34,37,193","18,378","38,028"
