,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,10747,10618,129,2023-01-25,TT,44682206,530737,44149547,2023-01-25 12:00:03.109528,914717296,2023-01-24 00:00:00,152540,2203249443,1027290606,951516233,224442604,991263,347616,353284,290363,https://www.icmr.gov.in/,102,0,111,166206,27272,5401,198879,0,0,0,0,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2339082,2324345,14733,2023-01-25,TT,44682206,530737,44149547,2023-01-25 12:00:03.109528,914717296,2023-01-24 00:00:00,152540,2203249443,1027290606,951516233,224442604,110635242,44702626,47573830,18358786,https://www.icmr.gov.in/,102,0,111,166206,27272,5401,198879,85,294,20741,21120,1,0,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,66891,66595,296,2023-01-25,TT,44682206,530737,44149547,2023-01-25 12:00:03.109528,914717296,2023-01-24 00:00:00,152540,2203249443,1027290606,951516233,224442604,1914926,960575,820829,133522,https://www.icmr.gov.in/,102,0,111,166206,27272,5401,198879,39,45,451,535,0,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,746100,738065,8035,2023-01-25,TT,44682206,530737,44149547,2023-01-25 12:00:03.109528,914717296,2023-01-24 00:00:00,152540,2203249443,1027290606,951516233,224442604,50291129,24811832,22133399,3345898,https://www.icmr.gov.in/,102,0,111,166206,27272,5401,198879,30,179,570,779,0,0,0,,,1332900000,Assam,34293000
4,Bihar,851411,839100,12303,2023-01-25,TT,44682206,530737,44149547,2023-01-25 12:00:03.109528,914717296,2023-01-24 00:00:00,152540,2203249443,1027290606,951516233,224442604,157236433,73475593,67894044,15866796,https://www.icmr.gov.in/,102,0,111,166206,27272,5401,198879,490,543,757,1790,3,0,0,,,1332900000,Bihar,119520000
5,Chandigarh,99360,98177,1181,2023-01-25,TT,44682206,530737,44149547,2023-01-25 12:00:03.109528,914717296,2023-01-24 00:00:00,152540,2203249443,1027290606,951516233,224442604,2284040,1185254,986208,112578,https://www.icmr.gov.in/,102,0,111,166206,27272,5401,198879,9,18,15,42,0,0,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1177775,1163624,14146,2023-01-25,TT,44682206,530737,44149547,2023-01-25 12:00:03.109528,914717296,2023-01-24 00:00:00,152540,2203249443,1027290606,951516233,224442604,49167027,21267538,20343482,7556007,https://www.icmr.gov.in/,102,0,111,166206,27272,5401,198879,7,9,21,37,1,2,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11591,11587,4,2023-01-25,TT,44682206,530737,44149547,2023-01-25 12:00:03.109528,914717296,2023-01-24 00:00:00,152540,2203249443,1027290606,951516233,224442604,1579495,782304,636892,160299,https://www.icmr.gov.in/,102,0,111,166206,27272,5401,198879,0,0,0,0,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,2007356,1980813,26522,2023-01-25,TT,44682206,530737,44149547,2023-01-25 12:00:03.109528,914717296,2023-01-24 00:00:00,152540,2203249443,1027290606,951516233,224442604,37387869,18294062,15711978,3381829,https://www.icmr.gov.in/,102,0,111,166206,27272,5401,198879,95,198,1008,1301,5,0,0,,,1332900000,Delhi,19814000
9,Goa,259118,255099,4013,2023-01-25,TT,44682206,530737,44149547,2023-01-25 12:00:03.109528,914717296,2023-01-24 00:00:00,152540,2203249443,1027290606,951516233,224442604,2873585,1439905,1295520,138160,https://www.icmr.gov.in/,102,0,111,166206,27272,5401,198879,0,1,5,6,2,3,0,,,1332900000,Goa,1540000
