District,Recovered,Deceased,Active
गौतम बिु नगर,63145,468,3527
लखनऊ,236392,2651,2573
गाज़ियाबाद,55337,461,2428
मरेठ,68628,901,1832
िाराणसी,84562,971,886
आगरा,25339,458,728
मरुादाबाद,38750,349,692
प्रयागराज,77659,1088,479
कानपरु नगर,81049,1905,472
सहारनपरु,32344,420,349
मथरुा,19939,402,334
मजुफ्फरनगर,30760,269,316
गोरखपरु,58601,849,282
बरेली,43675,377,260
अलीगढ,21184,109,255
बलुदंशहर,19978,244,228
झासी,35911,663,181
शामली,12936,45,179
बागपत,8997,141,175
सभंल,9332,106,168
बाराबकंी,19631,225,134
हापड़ु,12426,217,116
अमरोहा,16421,203,112
अयोध्या,16632,290,100
राय बरेली,16771,343,94
चदंौली,15854,357,84
हाथरस,2877,43,76
बस्ती,11389,330,74
रामपरु,11683,148,73
बबजनौर,14670,126,68
गाजीपरु,21370,283,67
मनैपरुी,9851,182,64
शाहजहांपरु,19927,444,58
सोनभद्र,16567,251,55
देवररया,20011,222,54
उन्नाव,14769,254,50
हरदोई,13408,349,49
बदाय,14846,98,47
बहराइच,11374,178,46
लखीमपरु-खीरी,24126,293,42
औरैय्या,9890,204,41
आजमगढ़,17680,228,41
क्रिरोजाबाद,8586,135,41
