District,Recovered,Deceased,Active
लखनऊ,253781,2657,17536
गौतम बिु नगर,81213,469,7578
गाज़ियाबाद,72046,466,5808
मरेठ,79307,913,5053
िाराणसी,89048,973,3685
कानपरु नगर,83893,1909,3470
आगरा,30202,459,2884
प्रयागराज,80290,1093,2787
मजुफ्फरनगर,33896,271,2361
सहारनपरु,34518,420,2314
बरेली,45645,377,2097
झासी,37456,663,2091
गोरखपरु,61162,851,2068
बलुदंशहर,22299,246,1908
मरुादाबाद,42769,352,1842
मथरुा,22703,403,1722
लखीमपरु-खीरी,24703,297,1476
बाराबकंी,20632,225,1313
हरदोई,14026,353,1254
शामली,14212,47,1188
बबजनौर,15629,126,1119
शाहजहांपरु,20631,445,1112
अलीगढ,23140,111,1085
बदाय,15423,101,905
अमरोहा,17227,204,892
रामपरु,13196,151,889
हापड़ु,13322,218,826
सलु्तानपरु,15140,140,823
राय बरेली,17553,343,721
गाजीपरु,21991,285,714
गोंडा,12422,272,684
एटा,10385,100,680
सीतापरु,12721,186,632
इटावा,14043,295,624
फरु्रखाबाद,10459,195,614
सोनभद्र,17044,253,611
देवररया,20345,224,586
बहराइच,11687,178,583
अयोध्या,17478,290,572
क्रिरोजाबाद,9391,136,569
चदंौली,16364,360,564
अमठेी,10115,143,556
मनैपरुी,10580,185,511
