District,Recovered,Deceased,Active
बस्ती,11789,331,505
जालौन,11564.0,203.0,505.0
जौनपरु,22722.0,238.0,492.0
सभंल,10033.0,106.0,478.0
ससद्धाथ ुनगर,9611.0,100.0,478.0
आजमगढ़,17972.0,229.0,467.0
बागपत,10048.0,143.0,453.0
लसलतपरु,12831.0,130.0,412.0
बसलया,21568.0,237.0,410.0
कन्नौज,9319.0,116.0,407.0
पीलीभीत,11055.0,194.0,364.0
महाराजगजं,12685.0,142.0,310.0
समर्ाुपरु,11313.0,117.0,296.0
फतहेपरु,6800.0,139.0,278.0
उन्नाव,15132.0,254.0,274.0
अम्बडेकर नगर,5108.0,154.0,249.0
हाथरस,3353.0,43.0,244.0
श्रावस्ती,4474.0,37.0,235.0
कानपरु देहात,6212.0,110.0,232.0
औरैय्या,10131.0,205.0,225.0
बलरामपरु,7526.0,138.0,224.0
बादा,11003.0,161.0,223.0
कुशीनगर,15507.0,228.0,221.0
मऊ,8383.0,81.0,218.0
सतं कबीर नगर,8201.0,98.0,214.0
भदोही,7635.0,164.0,207.0
चचत्रकट,7118.0,79.0,171.0
प्रतापगढ़,15996.0,164.0,150.0
हमीरपरु,5240.0,102.0,140.0
कासगजं,4458.0,53.0,138.0
महोबा,4217.0,86.0,60.0
कौशाम्बी,4394.0,71.0,55.0
