"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20233","19954","12","267"
"2","Chengalpattu","251962","248986","317","2659"
"3","Chennai","789168","777773","2326","9069"
"4","Coimbatore","339911","336821","472","2618"
"5","Cuddalore","75756","74783","77","896"
"6","Dharmapuri","36797","36502","12","283"
"7","Dindigul","38895","38164","66","665"
"8","Erode","136053","135120","199","734"
"9","Kallakurichi","36920","36702","3","215"
"10","Kancheepuram","97938","96604","31","1303"
"11","Kanyakumari","89673","88395","193","1085"
"12","Karur","30229","29822","35","372"
"13","Krishnagiri","62010","61522","116","372"
"14","Madurai","92989","91692","61","1236"
"15","Mayiladuthurai","27339","26956","53","330"
"16","Nagapattinam","25958","25571","12","375"
"17","Namakkal","69668","69077","57","534"
"18","Nilgiris","42796","42542","28","226"
"19","Perambalur","14898","14619","30","249"
"20","Pudukottai","35209","34746","37","426"
"21","Ramanathapuram","24992","24611","13","368"
"22","Ranipet","56263","55458","18","787"
"23","Salem","131336","129428","144","1764"
"24","Sivagangai","25053","24786","48","219"
"25","Tenkasi","33855","33345","20","490"
"26","Thanjavur","93445","92381","23","1041"
"27","Theni","51814","51268","13","533"
"28","Thirupathur","36077","35428","16","633"
"29","Thiruvallur","153064","151081","43","1940"
"30","Thiruvannamalai","68264","67564","15","685"
"31","Thiruvarur","48957","48467","17","473"
"32","Thoothukudi","67120","66628","44","448"
"33","Tirunelveli","65835","65295","95","445"
"34","Tiruppur","131923","130779","92","1052"
"35","Trichy","97870","96634","75","1161"
"36","Vellore","58070","56865","42","1163"
"37","Villupuram","56215","55829","19","367"
"38","Virudhunagar","59274","58669","50","555"
"39","Airport Surveillance 
(International)","1391","1388","2","1"
"40","Airport Surveillance 
(Domestic)","1166","1165","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,76,814","35,33,848","4,926","38,040"
