"","","","","","","","","",""
"","","","","","","","","",""
"Districtwise Abstract of COVID-19","","","","","","","","",""
"Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons#"
"1","Bagalakote","0","40656","32","40111","178","0","367","0"
"2","Ballari","24","115406","48","113275","375","1","1754","2"
"3","Belagavi","32","99969","92","98645","325","0","997","2"
"4","Bengaluru Rural","7","79254","16","78258","90","0","906","0"
"5","Bengaluru Urban","368","1777093","849","1755476","4759","15","16857","1"
"6","Bidar","0","29788","8","29353","13","0","418","4"
"7","Chamarajanagara","5","43576","19","42910","133","0","522","11"
"8","Chikkaballapura","1","55583","0","54952","171","0","459","1"
"9","Chikkamagaluru","11","57187","38","56680","101","0","406","0"
"10","Chitradurga","6","46131","45","45678","216","2","237","0"
"11","Dakshina 
Kannada","18","135339","53","133306","189","1","1834","10"
"12","Davanagere","4","57498","3","56804","72","0","622","0"
"13","Dharwada","6","83986","28","82499","114","0","1371","2"
"14","Gadag","2","30566","7","30217","14","0","335","0"
"15","Hassana","17","143785","45","142353","128","0","1302","2"
"16","Haveri","2","26817","16","26118","31","0","668","0"
"17","Kalaburagi","10","76511","12","75418","216","0","877","0"
"18","Kodagu","16","49158","2","48571","236","0","350","1"
"19","Kolara","4","62935","17","62217","54","1","664","0"
"20","Koppala","1","41257","35","40595","125","0","537","0"
"21","Mandya","13","101440","40","100643","94","0","703","0"
"22","Mysuru","28","229185","72","226286","344","0","2555","0"
"23","Raichuru","6","45430","5","44998","73","0","359","0"
"24","Ramanagara","4","29758","11","29362","50","0","346","0"
"25","Shivamogga","28","83187","32","81639","419","0","1128","1"
"26","Tumakuru","20","159683","96","157951","520","0","1212","0"
"27","Udupi","15","95514","21","94838","133","1","543","0"
"28","Uttara Kannada","10","71059","23","70185","66","0","808","0"
"29","Vijayapura","8","40970","9","40378","77","0","515","0"
"30","Yadagiri","1","29942","0","29669","62","0","211","0"
"31","Others*","0","36","0","33","0","0","3","0"
"Total","","667","3938699","1674","3889418","9378","21","39866","37"
"*Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till today. 
 
Date: 23-02-2022 
 Page 5 of 10","","","","","","","","",""
