"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19883","19616","0","267"
"2","Chengalpattu","235257","232366","234","2657"
"3","Chennai","750518","740852","599","9067"
"4","Coimbatore","329784","326888","280","2616"
"5","Cuddalore","74231","73305","33","893"
"6","Dharmapuri","36174","35880","11","283"
"7","Dindigul","37470","36788","17","665"
"8","Erode","132646","131855","57","734"
"9","Kallakurichi","36514","36296","3","215"
"10","Kancheepuram","94344","92978","64","1302"
"11","Kanyakumari","86191","85052","54","1085"
"12","Karur","29752","29367","13","372"
"13","Krishnagiri","59611","59213","28","370"
"14","Madurai","91019","89764","19","1236"
"15","Mayiladuthurai","26496","26166","0","330"
"16","Nagapattinam","25436","25049","12","375"
"17","Namakkal","67990","67421","35","534"
"18","Nilgiris","42075","41754","95","226"
"19","Perambalur","14460","14206","5","249"
"20","Pudukottai","34455","34021","8","426"
"21","Ramanathapuram","24663","24287","8","368"
"22","Ranipet","53910","53114","9","787"
"23","Salem","127345","125517","66","1762"
"24","Sivagangai","23809","23561","29","219"
"25","Tenkasi","32737","32243","4","490"
"26","Thanjavur","92105","91028","38","1039"
"27","Theni","50593","50054","7","532"
"28","Thirupathur","35726","35087","6","633"
"29","Thiruvallur","147404","145375","90","1939"
"30","Thiruvannamalai","66795","66092","18","685"
"31","Thiruvarur","48003","47522","9","472"
"32","Thoothukudi","64941","64477","16","448"
"33","Tirunelveli","62749","62277","27","445"
"34","Tiruppur","129894","128763","79","1052"
"35","Trichy","94922","93697","64","1161"
"36","Vellore","57250","56018","69","1163"
"37","Villupuram","54580","54202","12","366"
"38","Virudhunagar","56814","56236","24","554"
"39","Airport Surveillance 
(International)","1244","1240","3","1"
"40","Airport Surveillance 
(Domestic)","1104","1103","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","34,51,322","34,11,158","2,145","38,019"
