"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20028","19708","53","267"
"2","Chengalpattu","247087","242162","2267","2658"
"3","Chennai","778036","763308","5659","9069"
"4","Coimbatore","334013","330244","1152","2617"
"5","Cuddalore","74787","73688","204","895"
"6","Dharmapuri","36382","36045","54","283"
"7","Dindigul","37932","37038","229","665"
"8","Erode","133544","132523","287","734"
"9","Kallakurichi","36753","36496","42","215"
"10","Kancheepuram","96741","95025","414","1302"
"11","Kanyakumari","88197","86733","379","1085"
"12","Karur","29940","29499","69","372"
"13","Krishnagiri","60149","59614","165","370"
"14","Madurai","92077","90633","208","1236"
"15","Mayiladuthurai","26733","26314","89","330"
"16","Nagapattinam","25661","25202","84","375"
"17","Namakkal","68581","67835","212","534"
"18","Nilgiris","42480","42182","72","226"
"19","Perambalur","14798","14469","80","249"
"20","Pudukottai","34806","34241","139","426"
"21","Ramanathapuram","24896","24464","64","368"
"22","Ranipet","54939","53887","265","787"
"23","Salem","128784","126445","577","1762"
"24","Sivagangai","24406","24034","153","219"
"25","Tenkasi","33344","32701","153","490"
"26","Thanjavur","92729","91448","241","1040"
"27","Theni","51023","50375","115","533"
"28","Thirupathur","35843","35176","34","633"
"29","Thiruvallur","151344","148641","763","1940"
"30","Thiruvannamalai","67498","66615","198","685"
"31","Thiruvarur","48380","47748","159","473"
"32","Thoothukudi","66431","65639","344","448"
"33","Tirunelveli","64666","63734","487","445"
"34","Tiruppur","130540","129318","170","1052"
"35","Trichy","96765","95204","400","1161"
"36","Vellore","57674","56429","82","1163"
"37","Villupuram","55333","54710","257","366"
"38","Virudhunagar","57990","57063","372","555"
"39","Airport Surveillance 
(International)","1374","1365","8","1"
"40","Airport Surveillance 
(Domestic)","1146","1143","2","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,24,258","34,69,526","16,702","38,030"
