"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
persons 
hospitalised"
"East Garo Hills","1","3","0","2007","16","20","0"
"East Jaintia Hills","1","5","0","2567","33","18","0"
"East Khasi Hills","36","77","0","46782","1059","358","97"
"Eastern West Khasi Hills","4","5","0","123","5","33","1"
"North Garo Hills","0","0","0","1819","9","31","1"
"Ri-Bhoi","8","17","0","10218","96","117","3"
"South Garo Hills","2","5","0","1325","12","15","3"
"South West Garo Hills","1","2","1","2054","19","25","0"
"South West Khasi Hills","2","3","0","2666","19","38","0"
"West Garo Hills","19","43","0","10569","77","151","7"
"West Jaintia Hills","5","12","0","7104","139","96","4"
"West Khasi Hills","2","0","0","5613","75","26","0"
"Total","81","172","1","92847","1559","928","116"
