"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
persons 
hospitalised"
"East Garo Hills","1","0","0","2046","17","4","0"
"East Jaintia Hills","0","0","0","2609","37","5","0"
"East Khasi Hills","1","0","0","47043","1074","16","6"
"Eastern West Khasi Hills","0","0","0","140","8","0","0"
"North Garo Hills","0","0","0","1879","9","3","0"
"Ri-Bhoi","1","3","0","10300","97","13","1"
"South Garo Hills","0","0","0","1341","13","4","1"
"South West Garo Hills","0","0","0","2089","20","2","0"
"South West Khasi Hills","0","0","1","2696","20","2","0"
"West Garo Hills","0","1","0","10708","80","12","1"
"West Jaintia Hills","1","0","0","7179","139","17","0"
"West Khasi Hills","0","0","0","5644","76","5","0"
"Total","4","4","1","93674","1590","83","9"
