"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
(including 
Pvt. Lab)","Positive 
in last 24 
hours","Positive 
Cumulative 
(including 
Pvt. Lab)","",""
"Almora","208","410","225466","0","12217","237683","349"
"Bageshwar","238","21","199629","0","5764","205393","517"
"Chamoli","137","319","277002","0","12245","289247","749"
"Champawat","458","46","229064","0","7605","236669","781"
"Dehradun","3628","3382","1841244","8","112465","1953709","619"
"Haridwar","2529","2459","2054638","3","51525","2106163","338"
"Nainital","532","634","526140","0","39248","565388","864"
"Pauri Garhwal","727","1054","375317","0","17689","393006","1343"
"Pithoragarh","265","29","208985","0","10263","219248","708"
"Rudraprayag","152","161","186352","0","8801","195153","386"
"Tehri Garhwal","112","288","292321","0","15838","308159","445"
"US Nagar","709","694","883999","0","37878","921877","1427"
"Uttarkashi","228","409","329766","0","12557","342323","776"
"Total","9923","9906","7629923","11","344095","7974018","9302"
