District,Recovered,Deceased,Active
लखनऊ,295230,2694,618
गौतम बिु नगर,102577,490,606
गाज़ियाबाद,86395,473,315
िाराणसी,97852,988,129
कानपरु नगर,91730,1923,65
झ सी,44070,675,61
हरदोई,17385,375,51
गोरखपरु,66022,866,50
चदंौली,17599,380,48
प्रय गर ज,87558,1122,45
मथरु,25686,406,43
मरेठ,88241,932,43
अलीगढ,25547,113,41
लखीमपरु-खीरी,30059,300,41
आगरा,36029,465,39
बलुदंशहर,26443,254,39
जौनपरु,24464,244,38
र य बरेली,21428,348,33
अमरोह,19298,208,28
अयोध्य,18710,293,28
फतहेपरु,8382,141,28
मरुादाबाद,46116,368,27
सहारनपरु,38408,428,27
मह र जगजं,14848,146,26
पीलीभीत,12750,207,24
ब र बकंी,23754,227,23
कन्नौज,10881,126,22
औरैय्य,10829,211,21
देवररय,22432,230,21
प्रतापगढ़,16773,163,20
उन्न व,16963,257,20
श हजह ंपरु,24451,446,18
सीत परु,15788,189,18
बरेली,50135,377,16
अम्बडेकर नगर,5977,167,14
गोंड,14178,285,14
मनैपरुी,11535,189,14
सभंल,11044,109,14
आजमगढ़,19468,235,13
इट व,15790,297,12
सलु्त नपरु,16905,144,12
क्रिरोजाबाद,10628,136,11
फरु्रख ब द,11886,197,10
