"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19854","19420","167","267"
"2","Chengalpattu","234083","229261","2170","2652"
"3","Chennai","747791","734141","4600","9050"
"4","Coimbatore","328159","321428","4123","2608"
"5","Cuddalore","74065","72701","471","893"
"6","Dharmapuri","36072","35518","271","283"
"7","Dindigul","37412","36555","193","664"
"8","Erode","132198","130027","1437","734"
"9","Kallakurichi","36475","36055","205","215"
"10","Kancheepuram","94116","92147","667","1302"
"11","Kanyakumari","85964","83740","1140","1084"
"12","Karur","29663","29017","274","372"
"13","Krishnagiri","59458","58530","558","370"
"14","Madurai","90892","89357","301","1234"
"15","Mayiladuthurai","26463","26074","61","328"
"16","Nagapattinam","25378","24748","257","373"
"17","Namakkal","67755","66383","839","533"
"18","Nilgiris","41734","41032","477","225"
"19","Perambalur","14438","14113","76","249"
"20","Pudukottai","34384","33721","237","426"
"21","Ramanathapuram","24619","24108","145","366"
"22","Ranipet","53840","52735","318","787"
"23","Salem","126974","123867","1347","1760"
"24","Sivagangai","23691","23238","234","219"
"25","Tenkasi","32698","32149","59","490"
"26","Thanjavur","91930","90188","705","1037"
"27","Theni","50565","49809","224","532"
"28","Thirupathur","35693","34922","138","633"
"29","Thiruvallur","146966","143791","1242","1933"
"30","Thiruvannamalai","66653","65508","462","683"
"31","Thiruvarur","47889","46927","491","471"
"32","Thoothukudi","64846","64210","191","445"
"33","Tirunelveli","62652","61807","400","445"
"34","Tiruppur","129488","127229","1209","1050"
"35","Trichy","94629","92532","938","1159"
"36","Vellore","57096","55752","182","1162"
"37","Villupuram","54455","53848","241","366"
"38","Virudhunagar","56720","55934","232","554"
"39","Airport Surveillance 
(International)","1241","1228","12","1"
"40","Airport Surveillance 
(Domestic)","1104","1103","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","34,40,531","33,75,281","27,294","37,956"
