Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeOtherNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeOtherNumberForState,cumulativeTestedNumberForState
2022-01-21,AP,Anantapur,,,,163744,1093,0,158397,,2022-01-22 12:17:18.787755,2022-01-22 12:17:18.788464,,,2153268,14532,2074600,0,32056618
2022-01-21,AP,Chittoor,,,,263385,1964,0,250975,,2022-01-22 12:17:18.787755,2022-01-22 12:17:18.788464,,,2153268,14532,2074600,0,32056618
2022-01-21,AP,East Godavari,,,,299987,1290,0,294024,,2022-01-22 12:17:18.787755,2022-01-22 12:17:18.788464,,,2153268,14532,2074600,0,32056618
2022-01-21,AP,Guntur,,,,185784,1261,0,179239,,2022-01-22 12:17:18.787755,2022-01-22 12:17:18.788464,,,2153268,14532,2074600,0,32056618
2022-01-21,AP,Y.S.R. Kadapa,,,,119473,644,0,115963,,2022-01-22 12:17:18.787755,2022-01-22 12:17:18.788464,,,2153268,14532,2074600,0,32056618
2022-01-21,AP,Krishna,,,,124126,1482,0,119451,,2022-01-22 12:17:18.787755,2022-01-22 12:17:18.788464,,,2153268,14532,2074600,0,32056618
2022-01-21,AP,Kurnool,,,,127998,854,0,124012,,2022-01-22 12:17:18.787755,2022-01-22 12:17:18.788464,,,2153268,14532,2074600,0,32056618
2022-01-21,AP,S.P.S. Nellore,,,,152423,1064,0,146384,,2022-01-22 12:17:18.787755,2022-01-22 12:17:18.788464,,,2153268,14532,2074600,0,32056618
2022-01-21,AP,Prakasam,,,,142647,1131,0,137877,,2022-01-22 12:17:18.787755,2022-01-22 12:17:18.788464,,,2153268,14532,2074600,0,32056618
2022-01-21,AP,Srikakulam,,,,128195,795,0,123273,,2022-01-22 12:17:18.787755,2022-01-22 12:17:18.788464,,,2153268,14532,2074600,0,32056618
2022-01-21,AP,Visakhapatnam,,,,173374,1154,0,159200,,2022-01-22 12:17:18.787755,2022-01-22 12:17:18.788464,,,2153268,14532,2074600,0,32056618
2022-01-21,AP,Vizianagaram,,,,87180,674,0,83116,,2022-01-22 12:17:18.787755,2022-01-22 12:17:18.788464,,,2153268,14532,2074600,0,32056618
2022-01-21,AP,West Godavari,,,,182057,1126,0,179794,,2022-01-22 12:17:18.787755,2022-01-22 12:17:18.788464,,,2153268,14532,2074600,0,32056618
2022-01-21,AP,Other States,,,,2461,0,0,2461,,2022-01-22 12:17:18.787755,2022-01-22 12:17:18.788464,,,2153268,14532,2074600,0,32056618
2022-01-21,AP,Other Countries,,,,434,0,0,434,,2022-01-22 12:17:18.787755,2022-01-22 12:17:18.788464,,,2153268,14532,2074600,0,32056618
