"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
(including 
Pvt. Lab)","Positive 
in last 24 
hours","Positive 
Cumulative 
(including 
Pvt. Lab)","",""
"Almora","205","65","236891","0","12242","249133","764"
"Bageshwar","210","229","211842","0","5767","217609","524"
"Chamoli","143","250","290688","0","12251","302939","709"
"Champawat","1549","2195","257414","0","7617","265031","1229"
"Dehradun","2029","1655","1911483","21","112730","2024213","988"
"Haridwar","5383","6020","2184961","2","51592","2236553","1349"
"Nainital","1062","1030","567243","5","39372","606615","100"
"Pauri Garhwal","1444","805","404406","1","17740","422146","821"
"Pithoragarh","945","508","227157","9","10300","237457","1281"
"Rudraprayag","242","437","198499","0","8806","207305","652"
"Tehri Garhwal","298","508","303777","2","15846","319623","549"
"US Nagar","2166","1382","945982","1","37940","983922","873"
"Uttarkashi","386","386","341200","1","12563","353763","552"
"Total","16062","15470","8081543","42","344766","8426309","10391"
