"COVID-19 DISTRICT WISE STATUS, MEGHALAYA","","","","","","",""
"District Name","Active 
Cases","New 
Cases","New 
Recoveries","New 
Deaths","Total Cases","Total 
Recoveries","Total 
Deaths"
"East Garo Hills","6","0","1","0","1868","1849","13"
"East Jaintia Hills","5","0","1","0","2433","2397","31"
"East Khasi Hills","265","17","27","0","41112","39857","990"
"North Garo Hills","4","0","0","0","1686","1674","8"
"Ri-Bhoi","15","0","1","0","9697","9593","89"
"South Garo Hills","0","0","1","0","1216","1204","12"
"South West Garo Hills","2","0","0","0","1872","1852","18"
"South West Khasi Hills","7","0","0","0","2549","2525","17"
"West Garo Hills","12","2","2","0","9031","8947","72"
"West Jaintia Hills","24","1","3","0","6805","6646","135"
"West Khasi Hills","41","2","17","0","5465","5353","71"
"Total","381","22","53","0","83734","81897","1456"
