"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","4535","4141","2","4","388"
"Bageshwar","2093","2003","1","0","89"
"Chamoli","3213","3100","4","3","106"
"Champawat","1912","1891","0","1","20"
"Dehradun","33404","32758","103","176","367"
"Haridwar","13166","12899","8","25","234"
"Nainital","11395","11299","14","29","53"
"Pauri Garhwal","5283","4296","1","18","968"
"Pithoragarh","2560","2420","0","4","136"
"Rudraprayag","2715","2585","0","2","128"
"Tehri Garhwal","2384","2029","1","5","349"
"U.S. Nagar","8826","8528","5","5","288"
"Uttarkashi","1678","1495","7","5","171"
"Total","93164","89444","146","277","3297"
