"","","","","","","","","","",""
"","","","","","","","","","",""
"","Districtwise Abstract of COVID-19","","","","","","","","",""
"","Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons 
#"
"","1","Bagalakote","1","40700","4","40331","1","0","368","0"
"","2","Ballari","5","115648","3","113840","42","0","1764","2"
"","3","Belagavi","0","100227","0","99185","36","0","1004","2"
"","4","Bengaluru Rural","1","79381","1","78452","22","0","907","0"
"","5","Bengaluru urban","1124","1815473","953","1792344","6158","0","16970","1"
"","6","Bidar","4","29842","1","29409","9","0","420","4"
"","7","Chamarajanagara","0","43620","0","43083","2","0","524","11"
"","8","Chikkaballapura","0","55634","0","55171","2","0","460","1"
"","9","Chikkamagaluru","0","57289","0","56873","9","0","407","0"
"","10","Chitradurga","4","46393","0","46149","5","0","239","0"
"","11","Dakshina 
Kannada","9","135982","19","134076","54","0","1842","10"
"","12","Davanagere","3","57563","3","56934","6","0","623","0"
"","13","Dharwada","19","84267","13","82845","31","0","1384","7"
"","14","Gadag","2","30592","1","30251","4","0","337","0"
"","15","Hassana","1","143925","7","142607","9","0","1307","2"
"","16","Haveri","0","26860","1","26189","2","0","669","0"
"","17","Kalaburagi","7","76667","6","75771","14","0","882","0"
"","18","Kodagu","0","49266","0","48911","2","0","352","1"
"","19","Kolara","11","63106","11","62427","14","0","665","0"
"","20","Koppala","1","41287","0","40747","2","0","538","0"
"","21  Mandya","","4","101515","1","100794","10","0","711","0"
"","22  Mysuru","","13","229907","9","227276","71","0","2560","0"
"","23","Raichuru","0","45469","0","45100","5","0","364","0"
"","24","Ramanagara","5","29844","1","29486","11","0","347","0"
"","25","Shivamogga","3","83405","4","82247","28","0","1129","1"
"","26","Tumakuru","7","159930","3","158690","22","0","1218","0"
"","27","Udupi","7","95754","5","95184","24","0","546","0"
"","28","Uttara Kannada","0","71245","1","70429","6","0","810","0"
"","29","Vijayapura","0","41020","0","40498","1","0","521","0"
"","30","Yadagiri","0","29969","0","29756","1","0","212","0"
"","31","Others*","0","36","0","33","0","0","3","0"
"","Total","","1231","3981816","1047","3935088","6603","0","40083","42"
"*
  
Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till today.  
 
Date: 13-07-2022 
Page 5 of 8","","","","","","","","","",""
