TT|2022-09-09 07:55:10.259517|GetSource|ERR|File Not Found
TT|2022-09-09 09:55:11.088855|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-09-09 09:55:25.747819|ExtractFromHTML|OK|COMPLETED
TT|2022-09-09 11:55:11.106414|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-09-09 11:55:24.906141|ExtractFromHTML|OK|COMPLETED
TT|2022-09-09 19:55:10.413167|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-09-09 19:55:29.686211|ExtractFromHTML|OK|COMPLETED
TT|2022-09-09 20:55:10.094731|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-09-09 20:55:28.962207|ExtractFromHTML|OK|COMPLETED
TT|2022-09-09 21:55:10.727782|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-09-09 21:55:34.166945|ExtractFromHTML|OK|COMPLETED
TT|2022-09-09 22:55:11.129380|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-09-09 22:55:28.870288|ExtractFromHTML|OK|COMPLETED
TT|2022-09-09 23:55:10.629774|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-09-09 23:55:27.401260|ExtractFromHTML|OK|COMPLETED
TT|2022-09-10 07:55:11.830584|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-09-10 09:55:10.143238|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
