"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
persons 
hospitalised"
"East Garo Hills","1","7","0","1990","16","29","0"
"East Jaintia Hills","2","5","0","2554","32","33","0"
"East Khasi Hills","69","159","1","46552","1053","570","110"
"Eastern West Khasi Hills","1","3","0","107","5","54","4"
"North Garo Hills","2","6","0","1803","8","44","2"
"Ri-Bhoi","13","7","1","10164","93","145","2"
"South Garo Hills","2","5","0","1313","12","30","1"
"South West Garo Hills","10","21","0","2040","18","50","2"
"South West Khasi Hills","5","17","1","2656","19","52","0"
"West Garo Hills","41","99","0","10481","77","331","11"
"West Jaintia Hills","7","4","0","7038","138","87","5"
"West Khasi Hills","4","3","1","5603","75","37","0"
"Total","157","336","4","92301","1546","1462","137"
