"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","17553","16809","479","265"
"2","Chengalpattu","203600","183747","17285","2568"
"3","Chennai","668627","597355","62512","8760"
"4","Coimbatore","272140","255875","13728","2537"
"5","Cuddalore","67591","64352","2361","878"
"6","Dharmapuri","30541","29122","1138","281"
"7","Dindigul","34263","32993","617","653"
"8","Erode","113191","108518","3955","718"
"9","Kallakurichi","33118","31830","1078","210"
"10","Kancheepuram","84535","77988","5267","1280"
"11","Kanyakumari","69969","63677","5224","1068"
"12","Karur","25946","24853","725","368"
"13","Krishnagiri","47463","44577","2524","362"
"14","Madurai","82368","76759","4411","1198"
"15","Mayiladuthurai","24257","23334","602","321"
"16","Nagapattinam","22233","21262","609","362"
"17","Namakkal","57058","54692","1843","523"
"18","Nilgiris","36702","34806","1674","222"
"19","Perambalur","13118","12275","596","247"
"20","Pudukottai","31077","30124","532","421"
"21","Ramanathapuram","22032","20767","903","362"
"22","Ranipet","47326","44192","2352","782"
"23","Salem","107555","102116","3706","1733"
"24","Sivagangai","21506","20689","604","213"
"25","Tenkasi","28510","27211","813","486"
"26","Thanjavur","80265","76363","2891","1011"
"27","Theni","45524","43455","1545","524"
"28","Thirupathur","31279","29404","1247","628"
"29","Thiruvallur","134234","124620","7730","1884"
"30","Thiruvannamalai","58664","55547","2441","676"
"31","Thiruvarur","43194","41883","847","464"
"32","Thoothukudi","60190","57710","2058","422"
"33","Tirunelveli","54296","50724","3133","439"
"34","Tiruppur","104277","99326","3918","1033"
"35","Trichy","84459","79768","3579","1112"
"36","Vellore","54762","51472","2139","1151"
"37","Villupuram","48018","46419","1240","359"
"38","Virudhunagar","50056","47195","2311","550"
"39","Airport Surveillance 
(International)","1206","1168","37","1"
"40","Airport Surveillance 
(Domestic)","1104","1096","7","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","30,14,235","28,06,501","1,70,661","37,073"
