"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","833","1213","30417","195","2543","32960","469"
"Bageshwar","681","332","17118","52","1448","18566","569"
"Chamoli","690","1066","18337","196","1921","20258","519"
"Champawat","387","302","23362","33","1330","24692","655"
"Dehradun","8515","6589","140191","621","24384","164575","2544"
"Haridwar","5804","5254","164074","305","10022","174096","1391"
"Nainital","1359","870","31335","250","9365","40700","354"
"Pauri Garhwal","1423","1154","29643","209","3886","33529","606"
"Pithoragarh","552","530","18730","23","1587","20317","986"
"Rudraprayag","877","913","11886","87","1352","13238","357"
"Tehri Garhwal","568","691","13481","63","1698","15179","191"
"US Nagar","2078","1891","62377","311","7116","69493","410"
"Uttarkashi","440","485","12980","94","962","13942","311"
"Total","24207","21290","573931","2439","67614","641545","9362"
