"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20224","19942","15","267"
"2","Chengalpattu","251601","248672","271","2658"
"3","Chennai","788229","776984","2176","9069"
"4","Coimbatore","339394","336286","490","2618"
"5","Cuddalore","75685","74697","93","895"
"6","Dharmapuri","36781","36473","25","283"
"7","Dindigul","38808","38067","76","665"
"8","Erode","135856","134913","209","734"
"9","Kallakurichi","36917","36698","4","215"
"10","Kancheepuram","97853","96516","34","1303"
"11","Kanyakumari","89462","88164","213","1085"
"12","Karur","30191","29789","30","372"
"13","Krishnagiri","61896","61389","135","372"
"14","Madurai","92922","91651","35","1236"
"15","Mayiladuthurai","27303","26908","65","330"
"16","Nagapattinam","25938","25536","27","375"
"17","Namakkal","69602","68963","105","534"
"18","Nilgiris","42767","42510","31","226"
"19","Perambalur","14891","14614","28","249"
"20","Pudukottai","35173","34731","16","426"
"21","Ramanathapuram","24985","24608","9","368"
"22","Ranipet","56148","55333","28","787"
"23","Salem","131167","129226","177","1764"
"24","Sivagangai","25003","24752","32","219"
"25","Tenkasi","33827","33324","13","490"
"26","Thanjavur","93423","92342","40","1041"
"27","Theni","51803","51251","19","533"
"28","Thirupathur","36059","35400","26","633"
"29","Thiruvallur","152950","150966","44","1940"
"30","Thiruvannamalai","68213","67497","31","685"
"31","Thiruvarur","48938","48445","20","473"
"32","Thoothukudi","67064","66600","16","448"
"33","Tirunelveli","65725","65229","51","445"
"34","Tiruppur","131799","130621","126","1052"
"35","Trichy","97780","96560","59","1161"
"36","Vellore","58044","56826","55","1163"
"37","Villupuram","56173","55763","43","367"
"38","Virudhunagar","59223","58621","47","555"
"39","Airport Surveillance 
(International)","1391","1386","4","1"
"40","Airport Surveillance 
(Domestic)","1166","1165","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,72,802","35,29,846","4,918","38,038"
