"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
persons 
hospitalised"
"East Garo Hills","0","0","0","2049","17","0","0"
"East Jaintia Hills","0","0","0","2621","38","3","0"
"East Khasi Hills","2","0","0","47073","1075","4","1"
"Eastern West Khasi Hills","0","0","0","141","8","1","0"
"North Garo Hills","0","0","0","1881","9","1","0"
"Ri-Bhoi","0","0","0","10308","98","0","0"
"South Garo Hills","0","0","0","1343","13","0","0"
"South West Garo Hills","0","0","0","2094","20","0","0"
"South West Khasi Hills","0","0","0","2698","20","0","0"
"West Garo Hills","2","0","0","10723","80","3","0"
"West Jaintia Hills","0","0","0","7191","139","2","0"
"West Khasi Hills","0","1","0","5652","76","1","0"
"Total","4","1","0","93774","1593","15","1"
