,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,10766,10637,129,2023-07-07,TT,44994494,531912,44461127,2023-07-07 12:00:03.242349,932816431,2023-07-06 00:00:00,54697,2206715138,1027412940,951979289,227322909,991264,347616,353285,290363,https://www.icmr.gov.in/,45,2,40,682,29,78,789,0,0,0,0,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2340672,2325939,14733,2023-07-07,TT,44994494,531912,44461127,2023-07-07 12:00:03.242349,932816431,2023-07-06 00:00:00,54697,2206715138,1027412940,951979289,227322909,110957419,44704406,47578799,18674214,https://www.icmr.gov.in/,45,2,40,682,29,78,789,0,0,0,0,0,0,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,67046,66750,296,2023-07-07,TT,44994494,531912,44461127,2023-07-07 12:00:03.242349,932816431,2023-07-06 00:00:00,54697,2206715138,1027412940,951979289,227322909,1924584,961348,821819,141417,https://www.icmr.gov.in/,45,2,40,682,29,78,789,0,0,0,0,0,1,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,746150,738108,8035,2023-07-07,TT,44994494,531912,44461127,2023-07-07 12:00:03.242349,932816431,2023-07-06 00:00:00,54697,2206715138,1027412940,951979289,227322909,50335778,24813013,22150254,3372511,https://www.icmr.gov.in/,45,2,40,682,29,78,789,0,0,0,0,0,0,0,,,1332900000,Assam,34293000
4,Bihar,855260,842945,12314,2023-07-07,TT,44994494,531912,44461127,2023-07-07 12:00:03.242349,932816431,2023-07-06 00:00:00,54697,2206715138,1027412940,951979289,227322909,157290239,73485559,67912271,15892409,https://www.icmr.gov.in/,45,2,40,682,29,78,789,0,1,55,56,0,0,0,,,1332900000,Bihar,119520000
5,Chandigarh,100691,99504,1185,2023-07-07,TT,44994494,531912,44461127,2023-07-07 12:00:03.242349,932816431,2023-07-06 00:00:00,54697,2206715138,1027412940,951979289,227322909,2291429,1185722,991064,114643,https://www.icmr.gov.in/,45,2,40,682,29,78,789,5,2,5,12,0,0,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1187686,1173491,14190,2023-07-07,TT,44994494,531912,44461127,2023-07-07 12:00:03.242349,932816431,2023-07-06 00:00:00,54697,2206715138,1027412940,951979289,227322909,49167939,21267795,20343760,7556384,https://www.icmr.gov.in/,45,2,40,682,29,78,789,0,0,0,0,0,1,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,2023-07-07,TT,44994494,531912,44461127,2023-07-07 12:00:03.242349,932816431,2023-07-06 00:00:00,54697,2206715138,1027412940,951979289,227322909,1580060,782353,636962,160745,https://www.icmr.gov.in/,45,2,40,682,29,78,789,0,0,0,0,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,2040782,2014108,26665,2023-07-07,TT,44994494,531912,44461127,2023-07-07 12:00:03.242349,932816431,2023-07-06 00:00:00,54697,2206715138,1027412940,951979289,227322909,37408933,18297708,15717416,3393809,https://www.icmr.gov.in/,45,2,40,682,29,78,789,3,0,8,11,5,0,0,,,1332900000,Delhi,19814000
9,Goa,263311,259289,4014,2023-07-07,TT,44994494,531912,44461127,2023-07-07 12:00:03.242349,932816431,2023-07-06 00:00:00,54697,2206715138,1027412940,951979289,227322909,2874477,1440045,1295735,138697,https://www.icmr.gov.in/,45,2,40,682,29,78,789,0,0,0,0,1,0,0,,,1332900000,Goa,1540000
