"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20179","19892","20","267"
"2","Chengalpattu","250584","247455","471","2658"
"3","Chennai","785924","774118","2737","9069"
"4","Coimbatore","337622","334329","675","2618"
"5","Cuddalore","75408","74378","135","895"
"6","Dharmapuri","36650","36317","50","283"
"7","Dindigul","38575","37815","95","665"
"8","Erode","135015","133942","339","734"
"9","Kallakurichi","36888","36658","15","215"
"10","Kancheepuram","97577","96215","60","1302"
"11","Kanyakumari","88944","87696","163","1085"
"12","Karur","30109","29689","48","372"
"13","Krishnagiri","61243","60583","289","371"
"14","Madurai","92725","91396","93","1236"
"15","Mayiladuthurai","27125","26682","113","330"
"16","Nagapattinam","25846","25438","33","375"
"17","Namakkal","69263","68600","129","534"
"18","Nilgiris","42678","42430","22","226"
"19","Perambalur","14873","14583","41","249"
"20","Pudukottai","35107","34642","39","426"
"21","Ramanathapuram","24962","24584","10","368"
"22","Ranipet","55816","54962","67","787"
"23","Salem","130338","128270","306","1762"
"24","Sivagangai","24866","24570","77","219"
"25","Tenkasi","33769","33210","69","490"
"26","Thanjavur","93266","92113","113","1040"
"27","Theni","51729","51135","61","533"
"28","Thirupathur","35941","35283","25","633"
"29","Thiruvallur","152556","150529","87","1940"
"30","Thiruvannamalai","67981","67274","22","685"
"31","Thiruvarur","48832","48283","76","473"
"32","Thoothukudi","66954","66452","54","448"
"33","Tirunelveli","65501","64909","147","445"
"34","Tiruppur","131288","130085","151","1052"
"35","Trichy","97474","96193","120","1161"
"36","Vellore","57888","56682","43","1163"
"37","Villupuram","55949","55514","68","367"
"38","Virudhunagar","59073","58451","67","555"
"39","Airport Surveillance 
(International)","1387","1378","8","1"
"40","Airport Surveillance 
(Domestic)","1158","1150","7","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,59,491","35,14,313","7,145","38,033"
