"Sr. No.","District/Municipal 
Corporation","COVID-19 cases","Recovered 
patients","Deaths","Active cases"
"29","Yavatmal","81987","80164","1820","3"
"30","Nagpur","576844","567360","9215","269"
"31","Wardha","65706","64278","1408","20"
"32","Bhandara","67974","66809","1142","23"
"33","Gondia","45431","44836","587","8"
"34","Chandrapur","98888","97271","1592","25"
"35","Gadchiroli","37014","36262","726","26"
"","Other states/country","144","31","113","0"
"","Total","7923697","7755183","147880","20634"
