"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","151","79","60111","0","4508","64613","29"
"Bageshwar","0","1","33908","0","2088","35992","0"
"Chamoli","76","59","45018","0","3196","48212","69"
"Champawat","185","134","56730","0","1908","58635","85"
"Dehradun","577","673","350016","0","32833","382714","33"
"Haridwar","258","261","299358","4","13059","312387","30"
"Nainital","274","343","74037","0","11304","85271","43"
"Pauri Garhwal","112","119","88029","0","5265","93287","29"
"Pithoragarh","110","10","38050","0","2558","40596","166"
"Rudraprayag","85","55","25616","1","2701","28317","72"
"Tehri Garhwal","132","100","31430","1","2351","33774","33"
"US Nagar","93","44","129963","0","8781","138720","14"
"Uttarkashi","78","161","35208","0","1637","36843","17"
"Total","2131","2039","1267474","6","92189","1359361","620"
