"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","9","68","63865","0","4527","68386","6"
"Bageshwar","68","53","34546","0","2088","36630","43"
"Chamoli","64","49","47591","0","3200","50789","71"
"Champawat","1","1","61700","0","1911","63608","17"
"Dehradun","315","215","365447","8","33104","398416","124"
"Haridwar","89","84","305395","0","13120","318485","21"
"Nainital","200","165","82719","0","11347","93996","53"
"Pauri Garhwal","38","44","93068","1","5274","98335","10"
"Pithoragarh","4","6","40334","0","2559","42881","15"
"Rudraprayag","3","1","26869","0","2703","29572","47"
"Tehri Garhwal","93","54","35229","0","2359","37581","39"
"US Nagar","315","126","134513","1","8800","143289","97"
"Uttarkashi","60","258","38449","1","1643","40090","34"
"Total","1259","1124","1329725","11","92635","1422058","577"
