"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16821","16509","51","261"
"2","Chengalpattu","171243","167735","1006","2502"
"3","Chennai","553938","543776","1625","8537"
"4","Coimbatore","246043","242233","1407","2403"
"5","Cuddalore","63976","62888","221","867"
"6","Dharmapuri","28334","27817","244","273"
"7","Dindigul","33049","32308","96","645"
"8","Erode","103893","102330","881","682"
"9","Kallakurichi","31308","30950","148","210"
"10","Kancheepuram","74781","73163","362","1256"
"11","Kanyakumari","62256","61032","176","1048"
"12","Karur","23972","23448","169","355"
"13","Krishnagiri","43454","42900","207","347"
"14","Madurai","75129","73749","210","1170"
"15","Mayiladuthurai","23250","22818","116","316"
"16","Nagapattinam","20994","20456","201","337"
"17","Namakkal","51976","50925","555","496"
"18","Nilgiris","33461","32982","270","209"
"19","Perambalur","12044","11765","36","243"
"20","Pudukottai","30119","29569","135","415"
"21","Ramanathapuram","20543","20110","76","357"
"22","Ranipet","43375","42490","112","773"
"23","Salem","99526","97235","608","1683"
"24","Sivagangai","20122","19784","132","206"
"25","Tenkasi","27337","26821","32","484"
"26","Thanjavur","75091","73508","616","967"
"27","Theni","43558","42999","39","520"
"28","Thirupathur","29255","28546","84","625"
"29","Thiruvallur","119156","116799","518","1839"
"30","Thiruvannamalai","54866","53985","214","667"
"31","Thiruvarur","41322","40559","326","437"
"32","Thoothukudi","56230","55680","142","408"
"33","Tirunelveli","49289","48704","154","431"
"34","Tiruppur","94980","93238","768","974"
"35","Trichy","77282","75745","482","1055"
"36","Vellore","49759","48450","179","1130"
"37","Villupuram","45791","45313","123","355"
"38","Virudhunagar","46265","45651","66","548"
"39","Airport Surveillance 
(International)","1027","1024","2","1"
"40","Airport Surveillance 
(Domestic)","1085","1082","2","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","26,96,328","26,47,504","12,791","36,033"
