"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","4801","4345","32","4","420"
"Bageshwar","2153","2041","10","0","102"
"Chamoli","3327","3183","22","3","119"
"Champawat","1975","1946","3","2","24"
"Dehradun","37966","36889","446","198","433"
"Haridwar","13907","13573","63","29","242"
"Nainital","12700","12363","251","31","55"
"Pauri Garhwal","5532","4465","36","20","1011"
"Pithoragarh","2659","2487","17","4","151"
"Rudraprayag","2956","2805","12","2","137"
"Tehri Garhwal","2586","2123","10","7","446"
"U.S. Nagar","9205","8845","32","6","322"
"Uttarkashi","1876","1677","7","6","186"
"Total","101643","96742","941","312","3648"
