"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","34","28","69662","8","4875","74531","0"
"Bageshwar","14","15","39509","0","2158","41663","0"
"Chamoli","61","52","51447","3","3346","54791","0"
"Champawat","18","141","65267","1","1991","67255","0"
"Dehradun","447","454","410564","27","38652","449081","47"
"Haridwar","191","243","324249","3","14020","338239","9"
"Nainital","231","261","104745","24","13207","117882","22"
"Pauri Garhwal","52","58","106915","2","5578","112486","0"
"Pithoragarh","19","23","44452","0","2736","47176","0"
"Rudraprayag","35","100","30919","2","3039","33958","0"
"Tehri Garhwal","118","97","47207","3","2611","49811","0"
"US Nagar","319","205","155982","4","9300","165258","27"
"Uttarkashi","57","72","46996","0","1909","48903","0"
"Total","1596","1749","1497914","77","103422","1601034","105"
