District,Recovered,Deceased,Active
लखनऊ,258273,2658,17229
गौतम बिु नगर,83875,470,6412
गाज़ियाबाद,74272,465,4715
मरेठ,80726,916,4580
कानपरु नगर,84696,1911,3793
िाराणसी,90105,975,3347
प्रयागराज,81002,1094,2655
मजुफ्फरनगर,34460,271,2519
आगरा,31282,459,2493
झासी,37786,664,2488
गोरखपरु,61716,852,1982
बरेली,46228,377,1978
बलुदंशहर,22831,246,1821
सहारनपरु,35538,421,1716
मरुादाबाद,43400,356,1654
लखीमपरु-खीरी,25084,297,1529
हरदोई,14282,353,1429
बाराबकंी,20838,225,1386
मथरुा,23486,405,1160
शाहजहांपरु,20998,445,1127
बबजनौर,15960,126,1102
अलीगढ,23459,111,1094
शामली,14514,47,1092
बदाय,15662,101,1053
राय बरेली,17748,344,968
अमरोहा,17415,205,920
एटा,10456,100,854
गोंडा,12557,272,820
सलु्तानपरु,15323,140,806
सीतापरु,12966,186,798
इटावा,14245,295,758
रामपरु,13447,151,758
गाजीपरु,22141,285,731
जालौन,11656,204,674
सोनभद्र,17169,253,655
हापड़ु,13672,218,653
बहराइच,11797,178,652
फरु्रखाबाद,10557,195,651
जौनपरु,22841,239,566
अमठेी,10245,143,559
सभंल,10146,107,555
अयोध्या,17646,291,541
क्रिरोजाबाद,9542,136,538
