,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,0,2021-12-08,AP,181,2,176,31957,283311,186866,1315,1124.0,14.0,1248.0,204835.0,1722035.0,1093140.0,Anantapur,9,0,11,,23909,9776,38,69.0,0.0,58.0,,147656.0,118510.0,4083315,,,,158114,1093,156943,,3064043,2164063,2021-12-08 23:59:21.606723,52221000,2021-12-08 23:59:21.607245,,,2074217,14457,2057749,30651512,36712885,26125248,0,0,0,0,0
1,1,1,1,1,2021-12-08,AP,181,2,176,31957,283311,186866,1315,1124.0,14.0,1248.0,204835.0,1722035.0,1093140.0,Chittoor,34,0,28,,25338,16775,192,166.0,2.0,189.0,,98158.0,126218.0,4170468,,,,248219,1957,245999,,3052809,2451899,2021-12-08 23:59:21.606723,52221000,2021-12-08 23:59:21.607245,,,2074217,14457,2057749,30651512,36712885,26125248,0,0,0,0,0
2,2,2,2,2,2021-12-08,AP,181,2,176,31957,283311,186866,1315,1124.0,14.0,1248.0,204835.0,1722035.0,1093140.0,East Godavari,15,0,12,,22090,13385,133,141.0,0.0,132.0,,64190.0,106856.0,5151549,,,,294837,1290,293143,,3680691,2599178,2021-12-08 23:59:21.606723,52221000,2021-12-08 23:59:21.607245,,,2074217,14457,2057749,30651512,36712885,26125248,0,0,0,0,0
3,3,3,3,3,2021-12-08,AP,181,2,176,31957,283311,186866,1315,1124.0,14.0,1248.0,204835.0,1722035.0,1093140.0,Guntur,21,1,20,,13638,11832,181,116.0,4.0,133.0,,115468.0,84454.0,4889230,,,,179001,1254,177551,,3743555,2346739,2021-12-08 23:59:21.606723,52221000,2021-12-08 23:59:21.607245,,,2074217,14457,2057749,30651512,36712885,26125248,0,0,0,0,0
4,4,4,4,4,2021-12-08,AP,181,2,176,31957,283311,186866,1315,1124.0,14.0,1248.0,204835.0,1722035.0,1093140.0,Krishna,21,1,48,,43674,15611,215,151.0,7.0,215.0,,266632.0,102826.0,4529009,,,,120443,1465,118682,,3447094,2571452,2021-12-08 23:59:21.606723,52221000,2021-12-08 23:59:21.607245,,,2074217,14457,2057749,30651512,36712885,26125248,0,0,0,0,0
5,5,5,5,5,2021-12-08,AP,181,2,176,31957,283311,186866,1315,1124.0,14.0,1248.0,204835.0,1722035.0,1093140.0,Kurnool,0,0,0,,5730,43554,13,7.0,0.0,10.0,,35063.0,157232.0,4046601,,,,124204,854,123343,,2899798,1851470,2021-12-08 23:59:21.606723,52221000,2021-12-08 23:59:21.607245,,,2074217,14457,2057749,30651512,36712885,26125248,0,0,0,0,0
6,6,6,6,6,2021-12-08,AP,181,2,176,31957,283311,186866,1315,1124.0,14.0,1248.0,204835.0,1722035.0,1093140.0,Other Countries,0,0,0,,0,0,0,0.0,0.0,0.0,,0.0,0.0,0,,,,434,0,434,,0,0,2021-12-08 23:59:21.606723,52221000,2021-12-08 23:59:21.607245,,,2074217,14457,2057749,30651512,36712885,26125248,0,0,0,0,0
7,7,7,7,7,2021-12-08,AP,181,2,176,31957,283311,186866,1315,1124.0,14.0,1248.0,204835.0,1722035.0,1093140.0,Other States,0,0,0,,0,0,0,0.0,0.0,0.0,,0.0,0.0,0,,,,2461,0,2461,,0,0,2021-12-08 23:59:21.606723,52221000,2021-12-08 23:59:21.607245,,,2074217,14457,2057749,30651512,36712885,26125248,0,0,0,0,0
8,8,8,8,8,2021-12-08,AP,181,2,176,31957,283311,186866,1315,1124.0,14.0,1248.0,204835.0,1722035.0,1093140.0,Prakasam,10,0,3,,12724,20718,31,33.0,0.0,21.0,,36148.0,45439.0,3392764,,,,138742,1129,137553,,2613090,1883672,2021-12-08 23:59:21.606723,52221000,2021-12-08 23:59:21.607245,,,2074217,14457,2057749,30651512,36712885,26125248,0,0,0,0,0
9,9,9,9,9,2021-12-08,AP,181,2,176,31957,283311,186866,1315,1124.0,14.0,1248.0,204835.0,1722035.0,1093140.0,S.P.S. Nellore,8,0,16,,15193,9516,112,66.0,0.0,123.0,,56933.0,49716.0,2966082,,,,146930,1054,145674,,2317580,1712276,2021-12-08 23:59:21.606723,52221000,2021-12-08 23:59:21.607245,,,2074217,14457,2057749,30651512,36712885,26125248,0,0,0,0,0
10,10,10,10,10,2021-12-08,AP,181,2,176,31957,283311,186866,1315,1124.0,14.0,1248.0,204835.0,1722035.0,1093140.0,Srikakulam,9,0,17,,22805,8659,55,63.0,0.0,90.0,,144005.0,45049.0,2699471,,,,123509,789,122631,,1853366,1232863,2021-12-08 23:59:21.606723,52221000,2021-12-08 23:59:21.607245,,,2074217,14457,2057749,30651512,36712885,26125248,0,0,0,0,0
11,11,11,11,11,2021-12-08,AP,181,2,176,31957,283311,186866,1315,1124.0,14.0,1248.0,204835.0,1722035.0,1093140.0,Visakhapatnam,32,0,11,,11073,24289,144,147.0,1.0,92.0,,54064.0,143349.0,4288113,,,,158579,1135,157223,,3139549,2325151,2021-12-08 23:59:21.606723,52221000,2021-12-08 23:59:21.607245,,,2074217,14457,2057749,30651512,36712885,26125248,0,0,0,0,0
