,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,0,2021-12-08,JH,16,0,23,0,62700,116215,111,127.0,1.0,91.0,,405815.0,725676.0,Bokaro,,,,,2248,7153,,,,,,15625.0,47341.0,2061918,,,,,,,,1087834,521880,2021-12-09 10:46:46.754772,37403000,,,,349383,5141,344113,,17058929,8702309,0,0,0,0,0
1,1,1,1,1,2021-12-08,JH,16,0,23,0,62700,116215,111,127.0,1.0,91.0,,405815.0,725676.0,Chatra,,,,,2241,5012,,,,,,12094.0,26363.0,1042304,,,,,,,,487751,203983,2021-12-09 10:46:46.754772,37403000,,,,349383,5141,344113,,17058929,8702309,0,0,0,0,0
2,2,2,2,2,2021-12-08,JH,16,0,23,0,62700,116215,111,127.0,1.0,91.0,,405815.0,725676.0,Deoghar,,,,,3164,2687,,,,,,31899.0,30018.0,1491879,,,,,,,,780733,421751,2021-12-09 10:46:46.754772,37403000,,,,349383,5141,344113,,17058929,8702309,0,0,0,0,0
3,3,3,3,3,2021-12-08,JH,16,0,23,0,62700,116215,111,127.0,1.0,91.0,,405815.0,725676.0,Dhanbad,,,,,4323,8648,,,,,,24672.0,50555.0,2682662,,,,,,,,1308597,634325,2021-12-09 10:46:46.754772,37403000,,,,349383,5141,344113,,17058929,8702309,0,0,0,0,0
4,4,4,4,4,2021-12-08,JH,16,0,23,0,62700,116215,111,127.0,1.0,91.0,,405815.0,725676.0,Dumka,,,,,2073,5599,,,,,,13151.0,34004.0,1321096,,,,,,,,720900,386089,2021-12-09 10:46:46.754772,37403000,,,,349383,5141,344113,,17058929,8702309,0,0,0,0,0
5,5,5,5,5,2021-12-08,JH,16,0,23,0,62700,116215,111,127.0,1.0,91.0,,405815.0,725676.0,East Singhbhum,,,,,1677,9743,,,,,,9996.0,57882.0,2291032,,,,,,,,1466239,874948,2021-12-09 10:46:46.754772,37403000,,,,349383,5141,344113,,17058929,8702309,0,0,0,0,0
6,6,6,6,6,2021-12-08,JH,16,0,23,0,62700,116215,111,127.0,1.0,91.0,,405815.0,725676.0,Garhwa,,,,,2679,3379,,,,,,17234.0,19885.0,1322387,,,,,,,,615611,294374,2021-12-09 10:46:46.754772,37403000,,,,349383,5141,344113,,17058929,8702309,0,0,0,0,0
7,7,7,7,7,2021-12-08,JH,16,0,23,0,62700,116215,111,127.0,1.0,91.0,,405815.0,725676.0,Giridih,,,,,3175,7865,,,,,,23185.0,52194.0,2445203,,,,,,,,1140895,537064,2021-12-09 10:46:46.754772,37403000,,,,349383,5141,344113,,17058929,8702309,0,0,0,0,0
8,8,8,8,8,2021-12-08,JH,16,0,23,0,62700,116215,111,127.0,1.0,91.0,,405815.0,725676.0,Godda,,,,,1559,2948,,,,,,13297.0,21190.0,1311382,,,,,,,,664253,352904,2021-12-09 10:46:46.754772,37403000,,,,349383,5141,344113,,17058929,8702309,0,0,0,0,0
9,9,9,9,9,2021-12-08,JH,16,0,23,0,62700,116215,111,127.0,1.0,91.0,,405815.0,725676.0,Gumla,,,,,4831,4008,,,,,,26176.0,25137.0,1025656,,,,,,,,448490,234155,2021-12-09 10:46:46.754772,37403000,,,,349383,5141,344113,,17058929,8702309,0,0,0,0,0
10,10,10,10,10,2021-12-08,JH,16,0,23,0,62700,116215,111,127.0,1.0,91.0,,405815.0,725676.0,Hazaribagh,,,,,2891,8376,,,,,,17272.0,48961.0,1734005,,,,,,,,935543,486839,2021-12-09 10:46:46.754772,37403000,,,,349383,5141,344113,,17058929,8702309,0,0,0,0,0
11,11,11,11,11,2021-12-08,JH,16,0,23,0,62700,116215,111,127.0,1.0,91.0,,405815.0,725676.0,Jamtara,,,,,1277,1814,,,,,,11023.0,13472.0,790207,,,,,,,,423786,200122,2021-12-09 10:46:46.754772,37403000,,,,349383,5141,344113,,17058929,8702309,0,0,0,0,0
12,12,12,12,12,2021-12-08,JH,16,0,23,0,62700,116215,111,127.0,1.0,91.0,,405815.0,725676.0,Khunti,,,,,4407,3055,,,,,,24617.0,20210.0,530299,,,,,,,,284871,159615,2021-12-09 10:46:46.754772,37403000,,,,349383,5141,344113,,17058929,8702309,0,0,0,0,0
