"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20258","19985","6","267"
"2","Chengalpattu","253062","250173","228","2661"
"3","Chennai","791663","780394","2199","9070"
"4","Coimbatore","340736","337884","234","2618"
"5","Cuddalore","75924","74953","75","896"
"6","Dharmapuri","36843","36554","6","283"
"7","Dindigul","39156","38436","55","665"
"8","Erode","136467","135591","142","734"
"9","Kallakurichi","36946","36728","3","215"
"10","Kancheepuram","98267","96956","8","1303"
"11","Kanyakumari","90299","89063","150","1086"
"12","Karur","30274","29885","17","372"
"13","Krishnagiri","62494","61973","149","372"
"14","Madurai","93241","91932","73","1236"
"15","Mayiladuthurai","27430","27042","58","330"
"16","Nagapattinam","26035","25638","22","375"
"17","Namakkal","69783","69215","34","534"
"18","Nilgiris","42910","42659","25","226"
"19","Perambalur","14944","14650","45","249"
"20","Pudukottai","35278","34830","22","426"
"21","Ramanathapuram","25010","24627","14","369"
"22","Ranipet","56647","55834","26","787"
"23","Salem","131775","129913","98","1764"
"24","Sivagangai","25187","24920","48","219"
"25","Tenkasi","33963","33451","22","490"
"26","Thanjavur","93580","92501","38","1041"
"27","Theni","51855","51308","14","533"
"28","Thirupathur","36094","35457","4","633"
"29","Thiruvallur","153561","151602","17","1942"
"30","Thiruvannamalai","68417","67714","18","685"
"31","Thiruvarur","48992","48497","22","473"
"32","Thoothukudi","67366","66848","70","448"
"33","Tirunelveli","66154","65618","91","445"
"34","Tiruppur","132196","131117","26","1053"
"35","Trichy","98199","96942","96","1161"
"36","Vellore","58142","56944","35","1163"
"37","Villupuram","56414","56013","34","367"
"38","Virudhunagar","59598","58986","57","555"
"39","Airport Surveillance 
(International)","1400","1393","6","1"
"40","Airport Surveillance 
(Domestic)","1169","1166","2","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,88,157","35,45,820","4,289","38,048"
