,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,2021-11-09,JH,28,0,20,0,50607,61876,0,145.0,0.0,95.0,,278906.0,374806.0,Bokaro,,,,,2644,2833,0,,,,,14076.0,18170.0,2061918,,,,,,,,1016638,360596,2021-11-10 11:48:16.297035,37403000,,,,348933,5138,343641,,15367577,6089358,0,0,0,0,0
1,1,1,1,2021-11-09,JH,28,0,20,0,50607,61876,0,145.0,0.0,95.0,,278906.0,374806.0,Chatra,,,,,115,300,0,,,,,1657.0,4331.0,1042304,,,,,,,,457763,133638,2021-11-10 11:48:16.297035,37403000,,,,348933,5138,343641,,15367577,6089358,0,0,0,0,0
2,2,2,2,2021-11-09,JH,28,0,20,0,50607,61876,0,145.0,0.0,95.0,,278906.0,374806.0,Deoghar,,,,,3826,4779,0,,,,,20078.0,32229.0,1491879,,,,,,,,592813,270083,2021-11-10 11:48:16.297035,37403000,,,,348933,5138,343641,,15367577,6089358,0,0,0,0,0
3,3,3,3,2021-11-09,JH,28,0,20,0,50607,61876,0,145.0,0.0,95.0,,278906.0,374806.0,Dhanbad,,,,,2599,2755,0,,,,,16324.0,17422.0,2682662,,,,,,,,1212916,472225,2021-11-10 11:48:16.297035,37403000,,,,348933,5138,343641,,15367577,6089358,0,0,0,0,0
4,4,4,4,2021-11-09,JH,28,0,20,0,50607,61876,0,145.0,0.0,95.0,,278906.0,374806.0,Dumka,,,,,4740,6511,0,,,,,16877.0,22677.0,1321096,,,,,,,,659121,257228,2021-11-10 11:48:16.297035,37403000,,,,348933,5138,343641,,15367577,6089358,0,0,0,0,0
5,5,5,5,2021-11-09,JH,28,0,20,0,50607,61876,0,145.0,0.0,95.0,,278906.0,374806.0,East Singhbhum,,,,,1165,4543,0,,,,,5161.0,20956.0,2291032,,,,,,,,1432326,689120,2021-11-10 11:48:16.297035,37403000,,,,348933,5138,343641,,15367577,6089358,0,0,0,0,0
6,6,6,6,2021-11-09,JH,28,0,20,0,50607,61876,0,145.0,0.0,95.0,,278906.0,374806.0,Garhwa,,,,,7768,5280,0,,,,,42891.0,40178.0,1322387,,,,,,,,512622,203436,2021-11-10 11:48:16.297035,37403000,,,,348933,5138,343641,,15367577,6089358,0,0,0,0,0
7,7,7,7,2021-11-09,JH,28,0,20,0,50607,61876,0,145.0,0.0,95.0,,278906.0,374806.0,Giridih,,,,,2456,2964,0,,,,,17531.0,22073.0,2445203,,,,,,,,1017793,332124,2021-11-10 11:48:16.297035,37403000,,,,348933,5138,343641,,15367577,6089358,0,0,0,0,0
8,8,8,8,2021-11-09,JH,28,0,20,0,50607,61876,0,145.0,0.0,95.0,,278906.0,374806.0,Godda,,,,,6239,6150,0,,,,,26771.0,33537.0,1311382,,,,,,,,556566,236113,2021-11-10 11:48:16.297035,37403000,,,,348933,5138,343641,,15367577,6089358,0,0,0,0,0
9,9,9,9,2021-11-09,JH,28,0,20,0,50607,61876,0,145.0,0.0,95.0,,278906.0,374806.0,Gumla,,,,,787,1195,0,,,,,3216.0,4861.0,1025656,,,,,,,,392262,163038,2021-11-10 11:48:16.297035,37403000,,,,348933,5138,343641,,15367577,6089358,0,0,0,0,0
10,10,10,10,2021-11-09,JH,28,0,20,0,50607,61876,0,145.0,0.0,95.0,,278906.0,374806.0,Hazaribagh,,,,,331,867,0,,,,,6275.0,12833.0,1734005,,,,,,,,878154,338956,2021-11-10 11:48:16.297035,37403000,,,,348933,5138,343641,,15367577,6089358,0,0,0,0,0
11,11,11,11,2021-11-09,JH,28,0,20,0,50607,61876,0,145.0,0.0,95.0,,278906.0,374806.0,Jamtara,,,,,633,988,0,,,,,5366.0,7187.0,790207,,,,,,,,388214,146559,2021-11-10 11:48:16.297035,37403000,,,,348933,5138,343641,,15367577,6089358,0,0,0,0,0
12,12,12,12,2021-11-09,JH,28,0,20,0,50607,61876,0,145.0,0.0,95.0,,278906.0,374806.0,Khunti,,,,,1622,901,0,,,,,4757.0,4204.0,530299,,,,,,,,233138,112267,2021-11-10 11:48:16.297035,37403000,,,,348933,5138,343641,,15367577,6089358,0,0,0,0,0
13,13,13,13,2021-11-09,JH,28,0,20,0,50607,61876,0,145.0,0.0,95.0,,278906.0,374806.0,Koderma,,,,,148,421,0,,,,,1136.0,3880.0,717169,,,,,,,,365030,147475,2021-11-10 11:48:16.297035,37403000,,,,348933,5138,343641,,15367577,6089358,0,0,0,0,0
14,14,14,14,2021-11-09,JH,28,0,20,0,50607,61876,0,145.0,0.0,95.0,,278906.0,374806.0,Latehar,,,,,984,1299,0,,,,,5941.0,6280.0,725673,,,,,,,,303605,93282,2021-11-10 11:48:16.297035,37403000,,,,348933,5138,343641,,15367577,6089358,0,0,0,0,0
15,15,15,15,2021-11-09,JH,28,0,20,0,50607,61876,0,145.0,0.0,95.0,,278906.0,374806.0,Lohardaga,,,,,329,469,0,,,,,3066.0,2946.0,461738,,,,,,,,178529,68120,2021-11-10 11:48:16.297035,37403000,,,,348933,5138,343641,,15367577,6089358,0,0,0,0,0
16,16,16,16,2021-11-09,JH,28,0,20,0,50607,61876,0,145.0,0.0,95.0,,278906.0,374806.0,Pakur,,,,,1835,1477,0,,,,,19586.0,17609.0,899200,,,,,,,,407773,135119,2021-11-10 11:48:16.297035,37403000,,,,348933,5138,343641,,15367577,6089358,0,0,0,0,0
17,17,17,17,2021-11-09,JH,28,0,20,0,50607,61876,0,145.0,0.0,95.0,,278906.0,374806.0,Palamu,,,,,1215,2757,0,,,,,17852.0,29815.0,1936319,,,,,,,,815203,354986,2021-11-10 11:48:16.297035,37403000,,,,348933,5138,343641,,15367577,6089358,0,0,0,0,0
18,18,18,18,2021-11-09,JH,28,0,20,0,50607,61876,0,145.0,0.0,95.0,,278906.0,374806.0,Ramgarh,,,,,601,1576,0,,,,,2432.0,8074.0,949159,,,,,,,,525710,196202,2021-11-10 11:48:16.297035,37403000,,,,348933,5138,343641,,15367577,6089358,0,0,0,0,0
19,19,19,19,2021-11-09,JH,28,0,20,0,50607,61876,0,145.0,0.0,95.0,,278906.0,374806.0,Ranchi,,,,,2387,4371,0,,,,,14637.0,23664.0,2912022,,,,,,,,1533729,686190,2021-11-10 11:48:16.297035,37403000,,,,348933,5138,343641,,15367577,6089358,0,0,0,0,0
20,20,20,20,2021-11-09,JH,28,0,20,0,50607,61876,0,145.0,0.0,95.0,,278906.0,374806.0,Sahibganj,,,,,4697,3247,0,,,,,18063.0,14050.0,1150038,,,,,,,,451767,148786,2021-11-10 11:48:16.297035,37403000,,,,348933,5138,343641,,15367577,6089358,0,0,0,0,0
21,21,21,21,2021-11-09,JH,28,0,20,0,50607,61876,0,145.0,0.0,95.0,,278906.0,374806.0,Saraikela-Kharsawan,,,,,1054,1693,0,,,,,4307.0,7072.0,1063458,,,,,,,,511913,178397,2021-11-10 11:48:16.297035,37403000,,,,348933,5138,343641,,15367577,6089358,0,0,0,0,0
22,22,22,22,2021-11-09,JH,28,0,20,0,50607,61876,0,145.0,0.0,95.0,,278906.0,374806.0,Simdega,,,,,511,1352,0,,,,,2271.0,6412.0,599813,,,,,,,,280674,120956,2021-11-10 11:48:16.297035,37403000,,,,348933,5138,343641,,15367577,6089358,0,0,0,0,0
