Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
2021-11-09,UP,Agra,,,,,,,,2021-11-09 08:47:33.426333,,,,1710212,22903,1687226,
2021-11-09,UP,Aligarh,,,,,,,,2021-11-09 08:47:33.426333,,,,1710212,22903,1687226,
2021-11-09,UP,Ambedkar Nagar,,,,,,,,2021-11-09 08:47:33.426333,,,,1710212,22903,1687226,
2021-11-09,UP,Amethi,,,,,,,,2021-11-09 08:47:33.426333,,,,1710212,22903,1687226,
2021-11-09,UP,Amroha,,,,,,,,2021-11-09 08:47:33.426333,,,,1710212,22903,1687226,
2021-11-09,UP,Auraiya,,,,,,,,2021-11-09 08:47:33.426333,,,,1710212,22903,1687226,
2021-11-09,UP,Ayodhya,,,,,,,,2021-11-09 08:47:33.426333,,,,1710212,22903,1687226,
2021-11-09,UP,Azamgarh,,,,,,,,2021-11-09 08:47:33.426333,,,,1710212,22903,1687226,
2021-11-09,UP,Baghpat,,,,,,,,2021-11-09 08:47:33.426333,,,,1710212,22903,1687226,
2021-11-09,UP,Bahraich,,,,,,,,2021-11-09 08:47:33.426333,,,,1710212,22903,1687226,
2021-11-09,UP,Ballia,,,,,,,,2021-11-09 08:47:33.426333,,,,1710212,22903,1687226,
2021-11-09,UP,Balrampur,,,,,,,,2021-11-09 08:47:33.426333,,,,1710212,22903,1687226,
2021-11-09,UP,Banda,,,,,,,,2021-11-09 08:47:33.426333,,,,1710212,22903,1687226,
2021-11-09,UP,Barabanki,,,,,,,,2021-11-09 08:47:33.426333,,,,1710212,22903,1687226,
2021-11-09,UP,Bareilly,,,,,,,,2021-11-09 08:47:33.426333,,,,1710212,22903,1687226,
