,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState
0,2021-11-09,RJ,9.0,0.0,6.0,6340.0,36384,173153,0,29.0,0.0,24.0,57493.0,83395.0,392653.0,Ajmer,1,0,1,,1323,9601,0,1.0,0.0,5.0,1861.0,2730.0,20126.0,2584913,,,,37770,410,37358,607372,1756888,1073289,2021-11-10T15:46:42.135410+05:30,77264000,,,,954469,8954,945470,14884754,42684630,20701444
1,2021-11-09,RJ,9.0,0.0,6.0,6340.0,36384,173153,0,944929.0,0.0,24.0,57493.0,83395.0,392653.0,Alwar,0,0,0,,1931,5154,0,0.0,0.0,0.0,3602.0,4831.0,13167.0,3671999,,,,59694,307,59387,1208502,2245034,1047654,2021-11-10T15:46:42.135410+05:30,77264000,,,,954469,8954,945470,14884754,42684630,20701444
2,2021-11-09,RJ,9.0,0.0,6.0,6340.0,36384,173153,0,944929.0,0.0,24.0,57493.0,83395.0,392653.0,Banswara,0,0,0,,3427,6736,0,0.0,0.0,0.0,1804.0,6462.0,12098.0,1798194,,,,10005,104,9901,219027,1037947,552600,2021-11-10T15:46:42.135410+05:30,77264000,,,,954469,8954,945470,14884754,42684630,20701444
3,2021-11-09,RJ,9.0,0.0,6.0,6340.0,36384,173153,0,944929.0,0.0,24.0,57493.0,83395.0,392653.0,Baran,0,0,0,,836,3989,0,0.0,0.0,0.0,1019.0,2250.0,8797.0,1223921,,,,11996,61,11934,151209,767426,313139,2021-11-10T15:46:42.135410+05:30,77264000,,,,954469,8954,945470,14884754,42684630,20701444
4,2021-11-09,RJ,9.0,0.0,6.0,6340.0,36384,173153,0,944929.0,0.0,24.0,57493.0,83395.0,392653.0,Barmer,0,0,0,,1473,5045,0,1.0,0.0,1.0,1384.0,2233.0,6611.0,2604453,,,,15564,185,15378,324327,1464871,645116,2021-11-10T15:46:42.135410+05:30,77264000,,,,954469,8954,945470,14884754,42684630,20701444
5,2021-11-09,RJ,9.0,0.0,6.0,6340.0,36384,173153,0,944929.0,0.0,24.0,57493.0,83395.0,392653.0,Bharatpur,0,0,0,,990,2499,0,0.0,0.0,0.0,669.0,2256.0,5974.0,2549121,,,,19601,260,19341,379484,1354619,600816,2021-11-10T15:46:42.135410+05:30,77264000,,,,954469,8954,945470,14884754,42684630,20701444
6,2021-11-09,RJ,9.0,0.0,6.0,6340.0,36384,173153,0,944929.0,0.0,24.0,57493.0,83395.0,392653.0,Bhilwara,0,0,0,,932,6216,0,1.0,0.0,0.0,957.0,1918.0,12003.0,2410459,,,,29782,156,29625,378583,1527584,737928,2021-11-10T15:46:42.135410+05:30,77264000,,,,954469,8954,945470,14884754,42684630,20701444
7,2021-11-09,RJ,9.0,0.0,6.0,6340.0,36384,173153,0,944929.0,0.0,24.0,57493.0,83395.0,392653.0,Bikaner,0,0,0,,555,2440,0,4.0,0.0,2.0,1696.0,1285.0,4973.0,2367745,,,,40347,545,39794,585622,1463213,722186,2021-11-10T15:46:42.135410+05:30,77264000,,,,954469,8954,945470,14884754,42684630,20701444
8,2021-11-09,RJ,9.0,0.0,6.0,6340.0,36384,173153,0,944929.0,0.0,24.0,57493.0,83395.0,392653.0,Bundi,0,0,0,,1485,4698,0,0.0,0.0,0.0,780.0,4504.0,11543.0,1113725,,,,7967,48,7919,169614,717343,380757,2021-11-10T15:46:42.135410+05:30,77264000,,,,954469,8954,945470,14884754,42684630,20701444
9,2021-11-09,RJ,9.0,0.0,6.0,6340.0,36384,173153,0,944929.0,0.0,24.0,57493.0,83395.0,392653.0,Chittorgarh,0,0,-178000,,1049,9562,0,0.0,0.0,0.0,929.0,3104.0,29579.0,1544392,,,,19809,139,19670,351291,982997,522301,2021-11-10T15:46:42.135410+05:30,77264000,,,,954469,8954,945470,14884754,42684630,20701444
10,2021-11-09,RJ,9.0,0.0,6.0,6340.0,36384,173153,0,944929.0,0.0,24.0,57493.0,83395.0,392653.0,Churu,0,0,0,,1253,7799,0,0.0,0.0,0.0,910.0,2775.0,16503.0,2041172,,,,16720,107,16613,308935,1306071,607738,2021-11-10T15:46:42.135410+05:30,77264000,,,,954469,8954,945470,14884754,42684630,20701444
11,2021-11-09,RJ,9.0,0.0,6.0,6340.0,36384,173153,0,944929.0,0.0,24.0,57493.0,83395.0,392653.0,Dausa,0,0,0,,798,4583,0,0.0,0.0,0.0,916.0,2028.0,11278.0,1637226,,,,13351,62,13289,202654,944360,412455,2021-11-10T15:46:42.135410+05:30,77264000,,,,954469,8954,945470,14884754,42684630,20701444
