,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,2021-11-09,HR,15.0,0.0,8,24651,35559,96814,0,82.0,1.0,93.0,107603.0,99020.0,301549.0,Ambala,0,0,0,,563,5683,0,0.0,0.0,1.0,,1641.0,16244.0,1136784,,,,30150.0,509.0,29641,,875162,592801,2021-11-10T15:40:37.828390+05:30,28672000,,,,771355.0,10050.0,761189,13164574,17898259,8481459,0,0,0,0,0
1,1,1,1,2021-11-09,HR,15.0,0.0,8,24651,35559,96814,0,82.0,1.0,93.0,107603.0,99020.0,301549.0,Bhiwani,0,0,0,,1282,5977,0,0.0,0.0,0.0,,4029.0,26268.0,1629109,,,,22409.0,652.0,21757,,746405,349822,2021-11-10T15:40:37.828390+05:30,28672000,,,,771355.0,10050.0,761189,13164574,17898259,8481459,0,0,0,0,0
2,2,2,2,2021-11-09,HR,15.0,0.0,8,24651,35559,96814,0,82.0,1.0,93.0,107603.0,99020.0,301549.0,Charkhi Dadri,0,0,0,,168,1965,0,0.0,0.0,0.0,,573.0,8173.0,502276,,,,5078.0,139.0,4939,,365337,273138,2021-11-10T15:40:37.828390+05:30,28672000,,,,771355.0,10050.0,761189,13164574,17898259,8481459,0,0,0,0,0
3,3,3,3,2021-11-09,HR,15.0,0.0,8,24651,35559,96814,0,82.0,1.0,93.0,107603.0,99020.0,301549.0,Faridabad,0,0,2,,2729,6399,0,5.0,0.0,20.0,,9278.0,24987.0,1798954,,,,99911.0,716.0,99185,,1670387,870896,2021-11-10T15:40:37.828390+05:30,28672000,,,,771355.0,10050.0,761189,13164574,17898259,8481459,0,0,0,0,0
4,4,4,4,2021-11-09,HR,15.0,0.0,8,24651,35559,96814,0,82.0,1.0,93.0,107603.0,99020.0,301549.0,Fatehabad,0,0,0,,869,2469,0,1.0,0.0,0.0,,2198.0,7642.0,941522,,,,17876.0,481.0,17394,,576899,210216,2021-11-10T15:40:37.828390+05:30,28672000,,,,771355.0,10050.0,761189,13164574,17898259,8481459,0,0,0,0,0
5,5,5,5,2021-11-09,HR,15.0,0.0,8,24651,35559,96814,0,82.0,1.0,93.0,107603.0,99020.0,301549.0,Gurugram,9,0,5,,5029,11748,0,50.0,0.0,54.0,,12699.0,36730.0,1514085,,,,181492.0,922.0,180516,,2209135,1423477,2021-11-10T15:40:37.828390+05:30,28672000,,,,771355.0,10050.0,761189,13164574,17898259,8481459,0,0,0,0,0
6,6,6,6,2021-11-09,HR,15.0,0.0,8,24651,35559,96814,0,82.0,1.0,93.0,107603.0,99020.0,301549.0,Hisar,1,0,0,,1621,4627,0,1.0,0.0,2.0,,4423.0,15137.0,1742815,,,,53996.0,1136.0,52859,,999208,349210,2021-11-10T15:40:37.828390+05:30,28672000,,,,771355.0,10050.0,761189,13164574,17898259,8481459,0,0,0,0,0
7,7,7,7,2021-11-09,HR,15.0,0.0,8,24651,35559,96814,0,82.0,1.0,93.0,107603.0,99020.0,301549.0,Jhajjar,0,0,0,,1347,6254,0,0.0,0.0,1.0,,5249.0,17435.0,956907,,,,18849.0,328.0,18515,,691261,313681,2021-11-10T15:40:37.828390+05:30,28672000,,,,771355.0,10050.0,761189,13164574,17898259,8481459,0,0,0,0,0
8,8,8,8,2021-11-09,HR,15.0,0.0,8,24651,35559,96814,0,82.0,1.0,93.0,107603.0,99020.0,301549.0,Jind,0,0,0,,2331,4588,0,0.0,0.0,1.0,,8014.0,16994.0,1332042,,,,21209.0,533.0,20676,,714486,270750,2021-11-10T15:40:37.828390+05:30,28672000,,,,771355.0,10050.0,761189,13164574,17898259,8481459,0,0,0,0,0
9,9,9,9,2021-11-09,HR,15.0,0.0,8,24651,35559,96814,0,82.0,1.0,93.0,107603.0,99020.0,301549.0,Kaithal,2,0,0,,1046,3193,0,2.0,0.0,0.0,,2640.0,8622.0,1072861,,,,11246.0,346.0,10898,,618446,228148,2021-11-10T15:40:37.828390+05:30,28672000,,,,771355.0,10050.0,761189,13164574,17898259,8481459,0,0,0,0,0
