Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
2021-11-09,CT,Other State,,,,806,131,670,,2021-11-09 08:47,,,,1006220,13586,992401,
2021-11-09,CT,Balod,,,,27280,396,26882,,2021-11-10 08:47,,,,1006220,13586,992401,
2021-11-09,CT,Baloda Bazar,,,,43085,471,42614,,2021-11-11 08:47,,,,1006220,13586,992401,
2021-11-09,CT,Balrampur,,,,20302,118,20184,,2021-11-12 08:47,,,,1006220,13586,992401,
2021-11-09,CT,Bametara,,,,19964,237,19726,,2021-11-13 08:47,,,,1006220,13586,992401,
2021-11-09,CT,Bastar,,,,21073,188,20874,,2021-11-14 08:47,,,,1006220,13586,992401,
2021-11-09,CT,Bijapur,,,,8324,55,8264,,2021-11-15 08:47,,,,1006220,13586,992401,
2021-11-09,CT,Bilaspur,,,,65695,1211,64466,,2021-11-16 08:47,,,,1006220,13586,992401,
2021-11-09,CT,Dakshin Bastar Dantewada,,,,10850,25,10814,,2021-11-17 08:47,,,,1006220,13586,992401,
2021-11-09,CT,Dhamtari,,,,27239,545,26693,,2021-11-18 08:47,,,,1006220,13586,992401,
2021-11-09,CT,Durg,,,,96907,1800,95073,,2021-11-19 08:47,,,,1006220,13586,992401,
2021-11-09,CT,Gariaband,,,,19701,194,19507,,2021-11-20 08:47,,,,1006220,13586,992401,
2021-11-09,CT,Janjgir Champa,,,,57644,838,56794,,2021-11-21 08:47,,,,1006220,13586,992401,
2021-11-09,CT,Jashpur,,,,27104,212,26881,,2021-11-22 08:47,,,,1006220,13586,992401,
2021-11-09,CT,Kabeerdham,,,,22771,267,22504,,2021-11-23 08:47,,,,1006220,13586,992401,
2021-11-09,CT,Kondagaon,,,,13141,99,13040,,2021-11-24 08:47,,,,1006220,13586,992401,
2021-11-09,CT,Korba,,,,54865,581,54259,,2021-11-25 08:47,,,,1006220,13586,992401,
2021-11-09,CT,Koriya,,,,26983,177,26799,,2021-11-26 08:47,,,,1006220,13586,992401,
2021-11-09,CT,Mahasamund,,,,31368,366,31000,,2021-11-27 08:47,,,,1006220,13586,992401,
2021-11-09,CT,Mungeli,,,,23922,167,23753,,2021-11-28 08:47,,,,1006220,13586,992401,
2021-11-09,CT,Narayanpur,,,,4019,14,4005,,2021-11-29 08:47,,,,1006220,13586,992401,
2021-11-09,CT,Raigarh,,,,62608,978,61608,,2021-11-30 08:47,,,,1006220,13586,992401,
2021-11-09,CT,Raipur,,,,158066,3141,154877,,2021-12-01 08:47,,,,1006220,13586,992401,
2021-11-09,CT,Rajnandgaon,,,,56081,516,55559,,2021-12-02 08:47,,,,1006220,13586,992401,
2021-11-09,CT,Sukma,,,,8066,20,8046,,2021-12-03 08:47,,,,1006220,13586,992401,
2021-11-09,CT,Surajpur,,,,29030,224,28805,,2021-12-04 08:47,,,,1006220,13586,992401,
2021-11-09,CT,Surguja,,,,33675,245,33428,,2021-12-05 08:47,,,,1006220,13586,992401,
2021-11-09,CT,Uttar Bastar Kanker,,,,23640,224,23412,,2021-12-06 08:47,,,,1006220,13586,992401,
2021-11-09,CT,Gaurela Pendra Marwahi,,,,12011,146,11864,,2021-12-07 08:47,,,,1006220,13586,992401,
