"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
persons 
hospitalised"
"East Garo Hills","1","0","0","1954","16","21","0"
"East Jaintia Hills","2","8","0","2522","32","29","0"
"East Khasi Hills","171","207","3","45799","1035","1342","155"
"Eastern West Khasi Hills","11","0","0","72","4","57","0"
"North Garo Hills","6","9","0","1749","8","50","0"
"Ri-Bhoi","14","16","0","10044","90","176","1"
"South Garo Hills","8","6","0","1274","12","32","1"
"South West Garo Hills","24","1","0","1963","18","73","3"
"South West Khasi Hills","7","5","0","2613","18","48","0"
"West Garo Hills","57","53","0","9990","75","475","12"
"West Jaintia Hills","7","14","0","6962","136","78","4"
"West Khasi Hills","12","1","0","5580","74","38","1"
"Total","320","320","3","90522","1518","2419","177"
