"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
persons 
hospitalised"
"East Garo Hills","1","0","0","2032","16","5","0"
"East Jaintia Hills","2","3","0","2599","37","5","0"
"East Khasi Hills","3","9","0","47007","1069","48","25"
"Eastern West Khasi Hills","1","1","0","139","7","4","0"
"North Garo Hills","2","3","0","1866","9","16","1"
"Ri-Bhoi","3","1","0","10273","96","24","2"
"South Garo Hills","1","0","0","1335","12","3","0"
"South West Garo Hills","1","6","0","2085","20","7","0"
"South West Khasi Hills","0","1","0","2689","19","10","0"
"West Garo Hills","4","6","0","10684","79","14","2"
"West Jaintia Hills","1","8","0","7153","139","14","0"
"West Khasi Hills","1","0","0","5635","75","10","0"
"Total","20","38","0","93497","1578","160","30"
